,ndcg
raunchy,0.831412565
adventure,0.831117632
fight,0.830835611
married,0.830723199
anime,0.830578524
lawyer,0.83041757
medical,0.829869541
drugs,0.829850323
email,0.829179435
gory,0.828855891
government,0.828552112
simpsons,0.828426383
germany,0.827348538
una,0.826922681
emotional,0.826829903
wwii,0.82682784
scares,0.82677979
holmes,0.82670178
artist,0.826633
cute,0.826545371
warners,0.826542873
germans,0.826520241
unfunny,0.825817842
predictable,0.825658875
crude,0.82547806
inspirational,0.825127245
nuclear,0.825041636
christmas,0.824669156
racial,0.824494498
wayne,0.824490335
potter,0.823633198
musicians,0.82320318
slapstick,0.823156556
batman,0.822993975
footage,0.822215302
scientific,0.822098816
nerds,0.821791737
humans,0.821303878
planes,0.821146675
australia,0.821098351
pilot,0.820407293
thrillers,0.820388717
serial,0.820360316
numbers,0.820323158
episode,0.819215743
schools,0.81919645
frankenstein,0.818854047
college,0.818733176
racism,0.81829225
birth,0.817766473
edition,0.81762932
baseball,0.817599601
hong,0.817472907
ireland,0.81678742
mexico,0.816658435
children,0.816637507
mafia,0.816311714
touching,0.815941296
atmosphere,0.815546921
car,0.815403013
plane,0.81518071
campus,0.815071285
dog,0.814952462
soviet,0.814937832
mexican,0.814863162
doctor,0.814861199
ocean,0.814365189
scientist,0.81432995
quirky,0.814019665
murder,0.81379122
scare,0.813745296
supernatural,0.813624801
politics,0.813565842
jewish,0.812782336
political,0.812699887
team,0.812378561
violence,0.812273649
christians,0.812084957
wedding,0.812025859
spooky,0.811908081
parody,0.811882988
joan,0.811725804
townspeople,0.811700522
print,0.811275335
towns,0.811181488
southern,0.811098941
dancer,0.810483058
monster,0.810433951
african,0.810211598
los,0.809961708
kidnapped,0.809852014
spaghetti,0.809685367
reporter,0.809158859
warner,0.809075289
disneys,0.808839067
aircraft,0.808817878
addiction,0.808701485
hop,0.808211242
gritty,0.808129671
kung,0.807840491
husband,0.807774892
ballet,0.807756124
church,0.807696344
africa,0.807498021
irish,0.806818399
combat,0.806500742
marry,0.806221074
teens,0.806155167
inspiring,0.805662257
documentaries,0.805500463
opera,0.805423359
gambling,0.805389653
twists,0.805359588
murders,0.804891302
alcoholic,0.804864443
heartwarming,0.804843721
suspenseful,0.804776107
cops,0.804763336
melodrama,0.804615734
magical,0.804286514
era,0.804263442
esta,0.804133834
actress,0.804066695
culture,0.803962522
interviews,0.803895419
dancers,0.803707116
homosexuality,0.803572747
sexy,0.803558018
keaton,0.80352076
stunts,0.803269302
bank,0.802686209
england,0.80265151
student,0.802633897
charm,0.802499448
racist,0.802344294
witty,0.80220058
message,0.802083358
investigation,0.801755172
childrens,0.801706047
franchise,0.801286046
lesbian,0.801072939
ship,0.801070143
airplane,0.800850408
california,0.800667731
sequences,0.800662053
waves,0.800358083
stage,0.800106842
orchestra,0.79993076
poverty,0.799759009
terrorism,0.79906583
wealthy,0.79898599
russian,0.798628297
violent,0.798546819
holocaust,0.798324624
mental,0.798114638
britain,0.797981396
priest,0.797622353
alcoholism,0.797622273
disturbing,0.7973268
military,0.797232688
parodies,0.796693194
agent,0.796532732
neurotic,0.796333671
trek,0.79573383
vampires,0.795712387
fighting,0.795310854
silent,0.795123355
legal,0.794861504
spectacle,0.7948102
sing,0.794764911
period,0.794605089
gangsters,0.794592016
doctors,0.794360845
shakespeare,0.794066741
teenage,0.79406494
republican,0.794003594
chinese,0.793988902
relationships,0.793387322
ships,0.793185017
visuals,0.793035958
sport,0.792646371
scenery,0.792455816
mystery,0.792324444
island,0.792221657
troops,0.792081087
epic,0.792048759
restored,0.791828309
sings,0.791719508
americans,0.791359407
jean,0.791203103
beatles,0.791168059
rape,0.791124673
fantasy,0.791062671
events,0.79087866
fights,0.790772856
journalist,0.790696654
burt,0.79049696
sequels,0.790375829
cheesy,0.789847801
york,0.789833967
historically,0.789648122
chick,0.789584596
rambo,0.78899737
hip,0.78889947
animal,0.788499684
revenge,0.788439876
blu,0.787574778
dysfunctional,0.787541287
visual,0.787471327
sequel,0.787238153
tension,0.78702978
sweet,0.786351785
chills,0.786342988
clever,0.786232474
manhattan,0.786145337
football,0.785951885
nominated,0.785948179
scariest,0.785942144
creature,0.785874372
officer,0.785870069
stupid,0.785769749
boxing,0.785662941
teaching,0.785647651
frightening,0.78564729
blacks,0.785341445
satirical,0.785259595
gang,0.785149999
visually,0.78512852
sexually,0.785070388
social,0.784919995
soldier,0.784703322
sentimental,0.784502249
scientists,0.784412292
villain,0.784339078
waste,0.783784054
evidence,0.783774349
battle,0.783610193
aka,0.783387075
python,0.783365211
childhood,0.783201547
nationwide,0.783107549
hospital,0.783072966
killings,0.782688919
christian,0.782532587
homosexual,0.782311656
russia,0.78202325
native,0.781917582
broadway,0.781877612
girls,0.78181774
ages,0.781400673
audio,0.781396173
francisco,0.781358935
beliefs,0.781202357
faith,0.781137863
caper,0.781098872
parents,0.780766843
assassination,0.780573958
france,0.780261466
comedians,0.780245461
amusing,0.780172787
exploitation,0.779699014
horrible,0.779667299
premise,0.779618818
alien,0.779400469
corporations,0.779383478
daughter,0.779365987
jesus,0.779337645
breathtaking,0.77905272
prostitute,0.778970747
space,0.778897905
chan,0.778544611
artists,0.778507952
subtitles,0.778410525
transfer,0.778316449
killed,0.778131828
drunk,0.777914941
oscar,0.777839163
adult,0.777756823
sea,0.777732097
india,0.777652456
health,0.777586183
jaws,0.777565192
alcohol,0.777558992
jungle,0.777554958
sexuality,0.777543043
outlaw,0.777486324
campaign,0.777325919
illness,0.777183634
god,0.777162772
cultural,0.776904264
pregnant,0.776892177
victims,0.776836902
corporate,0.776772772
dances,0.776731338
voice,0.77669354
food,0.776549828
por,0.776531157
creatures,0.776379991
employers,0.776359418
tear,0.776235324
korean,0.776194309
campy,0.776040632
angeles,0.775937295
choreography,0.775729763
espionage,0.775631513
awful,0.775615843
rural,0.775577521
planet,0.775412522
adolescence,0.775387536
portrayal,0.775329732
english,0.775184014
disc,0.775091689
masterpiece,0.774938233
convicted,0.774904425
singer,0.774468879
fiction,0.774429166
psychological,0.774296734
sheriff,0.774253864
hood,0.774213176
teenagers,0.774118946
adorable,0.774088527
aerial,0.774030067
adaptations,0.774003193
technicolor,0.773959352
families,0.773804614
artistic,0.773691098
emotionally,0.773634296
prisoners,0.773598021
season,0.773109607
trial,0.773099465
purchase,0.773073891
boss,0.772984554
won,0.772958907
inspector,0.772880408
godfather,0.772821608
terrifying,0.772564717
judy,0.772489413
boat,0.772422923
bands,0.77218309
powerful,0.77217884
society,0.772112274
pot,0.772059482
nostalgia,0.771912923
bloody,0.771818391
stoned,0.77180807
president,0.771693203
criminal,0.77166113
brutal,0.771426716
south,0.771419633
halloween,0.771337174
comedian,0.771271716
exciting,0.771238397
female,0.770623049
cult,0.770595758
bios,0.770555513
ensemble,0.770430911
canadian,0.770183665
snl,0.769929359
teenager,0.769786972
depressing,0.769641974
murphy,0.769628331
pirates,0.769583448
thrilling,0.76940012
accuracy,0.769322149
accurate,0.769304515
buster,0.768907873
cried,0.768868629
narrative,0.768862266
femme,0.76869119
seasons,0.768491365
killing,0.768290526
rocky,0.768114905
japan,0.768110499
surreal,0.768102009
comics,0.767947964
loud,0.76783998
flicks,0.76781652
flying,0.767747391
emotions,0.767737278
disease,0.767688908
capitalism,0.767337692
facts,0.767268405
army,0.767258217
subject,0.766976649
greed,0.766910852
gorgeous,0.766896758
wit,0.766698556
technology,0.766418769
para,0.766322904
haunted,0.766303327
flight,0.766100507
grief,0.766064607
aboard,0.766059122
addict,0.765836037
gripping,0.765645869
murdered,0.765463222
stereotypes,0.765216487
tissues,0.765201317
remastered,0.765086973
murderer,0.764869762
cgi,0.7647902
chainsaw,0.764731929
bizarre,0.764609048
routines,0.764571578
tears,0.76432802
chilling,0.764286191
familys,0.764051061
ordered,0.763995579
holiday,0.763926331
spy,0.763893547
haunting,0.763707179
kidnapping,0.763635057
conspiracy,0.763492531
civil,0.763405527
grandchildren,0.76340119
shocking,0.763319699
widescreen,0.763190303
teaches,0.763150189
eerie,0.763031704
kid,0.76300007
beautifully,0.76293821
subscribe,0.762651251
joke,0.762565119
cars,0.762369051
court,0.762353914
aired,0.762353151
weapons,0.762347798
jerker,0.762186801
taylor,0.762120785
nyc,0.762096052
extras,0.76205179
london,0.761804286
liners,0.761731038
dogs,0.761588499
officers,0.7615456
confusing,0.76145069
awesome,0.761381722
explosions,0.76125023
mom,0.76116837
male,0.761122225
imagery,0.761042587
jurassic,0.760973842
vegas,0.76097369
singers,0.76087107
criminals,0.760851396
rock,0.760822341
heartbreaking,0.760811184
situation,0.760547083
issues,0.760438347
workers,0.760384867
delightful,0.760336818
independent,0.760325991
twist,0.760313708
gadgets,0.760309252
rom,0.760211137
musician,0.760121475
distributor,0.760088384
china,0.760067262
fought,0.759982848
iraq,0.759913692
tragedy,0.759819138
biblical,0.759275834
television,0.759234183
angst,0.759075732
mummy,0.758908649
bush,0.758770369
atmospheric,0.758677187
patient,0.758602979
wave,0.758437809
spanish,0.75843614
lame,0.758370128
friendship,0.757714766
believable,0.757658159
countries,0.7575959
arrived,0.757531973
states,0.757317171
captain,0.757042164
rhodes,0.756823667
nude,0.756799139
monty,0.756599498
economic,0.756488249
italy,0.756469924
fascinating,0.756445974
natives,0.756393017
jail,0.756372852
ridiculous,0.756350669
aliens,0.756190625
biography,0.756078412
pink,0.756068875
mobster,0.756007007
infected,0.755938036
tense,0.755914868
eat,0.755870322
formulaic,0.755705181
realistic,0.755671317
tarantino,0.755455408
condition,0.755112368
provoking,0.755013819
vacation,0.754924762
godzilla,0.75491926
karate,0.754556204
players,0.754480889
scary,0.754157588
gag,0.754069733
karten,0.753784275
voiced,0.753761241
versions,0.753572146
hippie,0.753543933
terrorist,0.75352115
ghost,0.753495518
education,0.753488175
bible,0.753392141
intriguing,0.753182403
villains,0.753125231
spain,0.753105753
lambs,0.752976793
accident,0.752670904
stunning,0.752644552
hysterical,0.75261549
passengers,0.752471292
hitler,0.752449513
portrait,0.75224352
financial,0.75207722
weed,0.752050479
deaths,0.751997006
classroom,0.751965248
dvds,0.751954888
mess,0.751952914
drinking,0.751928122
paris,0.751889276
enemy,0.751792299
meets,0.751684434
parent,0.751649708
poignant,0.751615359
dub,0.751438495
dealers,0.751400006
thrills,0.751356729
tragic,0.751333471
classics,0.751281633
cultures,0.751183614
hero,0.751175497
clues,0.751123247
caribbean,0.7510025
crew,0.750994445
eddie,0.750883504
cartoon,0.750680296
adolescent,0.750609952
booze,0.75050569
restoration,0.750497765
soundtrack,0.750333939
affair,0.750273816
naked,0.750239115
sixties,0.750130369
brutality,0.749925563
lawyers,0.749816977
gem,0.749644045
chases,0.749639242
challenging,0.749632106
intelligent,0.749495508
dealer,0.749467397
grew,0.749374561
paintings,0.749333952
futuristic,0.749278796
twisted,0.749229431
raped,0.749135904
abuse,0.749078809
fatale,0.748980983
america,0.748961188
airport,0.748873885
study,0.74879668
discs,0.748787158
filmmaker,0.748753915
effective,0.748685989
terrorists,0.748580356
interviewed,0.748471548
exercise,0.748409497
charles,0.748335934
bette,0.748307913
award,0.74823633
emotion,0.748154791
seat,0.748143362
owner,0.747969496
apartment,0.747963282
survive,0.747923296
village,0.747883264
motorcycle,0.747877562
relate,0.747815153
dated,0.747730465
symphony,0.747559772
fairy,0.747429081
ghetto,0.747231882
elm,0.747150078
cinematic,0.746740298
bros,0.746703032
endearing,0.746535165
filmmaking,0.746474073
sergeant,0.746429953
riveting,0.746415472
tough,0.746363145
lovely,0.74631232
shirley,0.746146626
partner,0.746012193
sleazy,0.745963479
biopic,0.745928216
kills,0.745887204
heartfelt,0.745608455
conservative,0.745536777
claude,0.745460281
mothers,0.74532027
painter,0.745052785
harbor,0.745006766
regime,0.745002921
asian,0.744863832
mansion,0.74480857
community,0.744769212
guessing,0.744605459
recording,0.744594413
situations,0.744527869
russians,0.744489178
novels,0.744452329
propaganda,0.74427098
torture,0.744080328
mysterious,0.744054497
industry,0.743991131
robbers,0.743896394
teach,0.743883458
fbi,0.743810621
victim,0.743807281
choreographed,0.743671547
battles,0.743598941
killers,0.743462918
questions,0.74345258
journey,0.743451244
blood,0.7433838
installments,0.743275188
fred,0.743213553
enchanting,0.743145777
politicians,0.743065881
cheap,0.742837843
mountains,0.742772492
moral,0.742726843
graphic,0.742478687
neighborhood,0.742424369
disaster,0.742318436
antics,0.742147505
streets,0.742142348
satisfying,0.742096118
setting,0.742035949
country,0.742009342
laughter,0.741886357
dramatic,0.741801104
offensive,0.741731173
lyrics,0.741605754
punk,0.741579098
format,0.741507773
alfred,0.741501106
harrowing,0.741473487
innocent,0.741436878
concept,0.74140818
horrific,0.741391059
actresses,0.741264265
sister,0.741239111
robert,0.741216329
sentimentality,0.741173581
weird,0.741156086
administration,0.741054644
crap,0.740940696
bland,0.74085089
manager,0.74081872
barbara,0.740723639
author,0.740624838
deeply,0.74062316
prostitution,0.740571071
spiritual,0.740545897
compelling,0.740477688
training,0.740461749
accused,0.740453107
captures,0.740398564
feelings,0.740353438
photography,0.740333663
routine,0.740294603
dolby,0.740174194
truth,0.740033832
controversial,0.739900201
cliches,0.739591537
kill,0.739500592
winning,0.739437321
pretentious,0.739373891
matrix,0.739348442
informative,0.739336525
complex,0.739110028
brothers,0.739064789
loves,0.738937952
gun,0.738916896
slowly,0.738832651
win,0.738811124
famous,0.738561287
las,0.738507481
taut,0.738504669
son,0.738399911
criterion,0.738331605
disgusting,0.738314531
atrocities,0.738288099
releases,0.738156885
information,0.738155407
eccentric,0.73806482
intense,0.737935832
psycho,0.737834955
sappy,0.73782652
vocals,0.737793898
portrayed,0.737530758
romp,0.73753032
narration,0.737476555
imaginative,0.737443429
pregnancy,0.737286563
gothic,0.736939172
uplifting,0.736936264
wholesome,0.736889883
business,0.736857714
gross,0.736730233
psychiatrist,0.73671797
humour,0.736708259
moves,0.73653399
united,0.736397899
infidelity,0.736302826
beauty,0.736296375
members,0.73624432
conflict,0.736240254
heroine,0.736191578
themes,0.736151102
crimes,0.736149101
subtle,0.736091618
ideas,0.735926485
rated,0.735828631
agents,0.735612388
marriages,0.735585122
guilty,0.735552344
darker,0.735484395
governments,0.735466309
died,0.735369938
colorful,0.735174082
commander,0.735082154
walt,0.73502807
outstanding,0.73499254
girlfriend,0.734906098
san,0.734879488
shoot,0.734690915
virus,0.734663902
whites,0.734635637
clothes,0.734401188
europe,0.734382782
outer,0.734344172
van,0.734232423
diet,0.734172038
cinematographer,0.734028772
younger,0.734023745
entry,0.734018829
offended,0.733922626
affecting,0.733877156
baby,0.733872539
driving,0.733823775
homage,0.733712625
anti,0.733564655
beach,0.733531968
gentle,0.73352795
product,0.733506134
references,0.733475649
investigating,0.733473975
smart,0.733382664
european,0.733368612
bonds,0.733265876
warm,0.733244656
legendary,0.733224825
city,0.733105958
rap,0.733076964
explicit,0.732898459
porn,0.732850343
album,0.732711948
cry,0.732643875
tales,0.73259325
surprises,0.732578971
couples,0.732551055
hearted,0.732545823
acceptable,0.732513718
previous,0.732495992
fairytale,0.732434552
humanity,0.732268326
remake,0.732082235
lab,0.732032798
dubbing,0.731962362
nature,0.731893094
jackie,0.731872612
imagination,0.731655601
hilarity,0.731035132
decides,0.731033497
samurai,0.73095265
deserved,0.730924479
boyfriend,0.730882568
pace,0.73074026
believers,0.730696442
expecting,0.730695938
democratic,0.73060045
steamy,0.730540261
digitally,0.73039112
books,0.730386744
included,0.730372156
aging,0.730260017
nostalgic,0.730117402
learns,0.730111226
election,0.730065493
demonic,0.729991373
corrupt,0.729972687
contrived,0.729969275
lavish,0.729862413
paranoia,0.729799005
century,0.729794156
employees,0.72977591
cameos,0.729733868
memories,0.729728233
web,0.729424208
likable,0.729400203
davis,0.729378654
awkward,0.729288887
travel,0.729256901
engaging,0.729174941
player,0.729140548
filmmakers,0.729118554
location,0.729070997
sung,0.729060199
leader,0.729021129
harry,0.728865154
theatrical,0.728783689
storylines,0.728747965
growing,0.728743109
youth,0.728670705
rich,0.728593276
research,0.728444097
handsome,0.728410982
profound,0.728390354
farce,0.728388924
sgt,0.72835326
min,0.728329931
maniac,0.728328566
talented,0.72825615
walter,0.728145843
cancer,0.728039553
sequence,0.727931985
loss,0.727930426
bleak,0.727885706
invasion,0.727746822
media,0.727721587
disturbed,0.727631161
feminist,0.727577435
public,0.727574972
trip,0.72749061
shakespearean,0.727457966
kirk,0.727376418
creative,0.727344642
irreverent,0.727196602
law,0.7270764
passionate,0.727064969
womans,0.727037617
unrated,0.727014481
universal,0.726939615
actions,0.726754289
companies,0.726752491
nerd,0.726696422
blockbuster,0.726693523
throne,0.726678743
ambitious,0.726677871
nomination,0.72631155
suffering,0.726244128
delivers,0.726203778
faithful,0.726201421
genuine,0.726152953
perspective,0.726047802
timeless,0.725930104
expectations,0.725879856
poorly,0.725878948
passion,0.725878324
attractive,0.725848893
compuserve,0.725784843
wealth,0.725690674
exhilarating,0.725571434
voices,0.725449952
realism,0.725331186
interview,0.725289406
gruesome,0.725268367
cooking,0.72508864
sensual,0.725064554
adventures,0.725037894
understanding,0.724984459
buying,0.724924061
university,0.724872536
loving,0.724805308
earth,0.724719167
costume,0.724698325
honest,0.724693414
horrifying,0.724580401
scarier,0.72457282
body,0.724549636
magic,0.724406873
foreign,0.724257858
brother,0.724242821
eating,0.724234169
ethnic,0.724231581
vocal,0.724206431
albums,0.724203926
potential,0.724071149
sitcom,0.724032457
evil,0.724028385
theaters,0.723971633
lee,0.72391925
offbeat,0.723898351
canada,0.723879543
painful,0.723827414
countryside,0.723766877
geocities,0.723645341
intellectual,0.723452278
kong,0.723397893
genuinely,0.723373148
pleasant,0.723369408
moved,0.723227761
wacky,0.723167462
struggles,0.7231231
von,0.722811011
remarkable,0.722805659
camp,0.722772041
energy,0.72266966
catchy,0.722615574
cia,0.722608731
ghostly,0.722566572
institution,0.7225664
successful,0.722562563
disappointing,0.722537824
tape,0.722416116
remakes,0.722315737
creepiness,0.72227946
duo,0.722268563
landscape,0.722266638
hammer,0.722067865
wasted,0.72202699
cameo,0.721720089
survivors,0.721656131
popular,0.721653544
adapted,0.721588709
lived,0.721535333
greedy,0.721511115
honestly,0.721497241
spectacular,0.721475893
grieving,0.721446484
copyright,0.721425
sounds,0.721398422
conditions,0.72139663
cliche,0.7213821
depiction,0.721226531
determination,0.721053788
immigrant,0.720949374
editions,0.720806304
competition,0.720801509
kicks,0.720707268
detail,0.720486897
reading,0.720442077
destruction,0.720344378
prostitutes,0.720184505
solve,0.72018441
rights,0.720139112
debut,0.71976382
lynch,0.719576481
releasing,0.71953552
whimsical,0.719486736
storytelling,0.719472219
mindless,0.719422716
timing,0.719399183
kidnap,0.719086809
flat,0.719063529
bittersweet,0.719045297
thoughtful,0.718892088
packed,0.718879926
perform,0.718867854
date,0.718865311
recordings,0.718855638
accent,0.718823922
leaders,0.718798194
dad,0.718775804
professional,0.718774998
thugs,0.718754031
james,0.718688667
fails,0.718685869
editor,0.718633642
insane,0.718631381
dreams,0.718594823
instructor,0.718446758
troubled,0.718348972
cinderella,0.718294429
racing,0.71829075
gangs,0.718267005
color,0.718265326
wrenching,0.718224032
inspired,0.718207956
sumptuous,0.71820353
addicted,0.718168577
shots,0.71813129
robbing,0.718107944
nominations,0.718040163
psychotic,0.717788219
videos,0.717762715
forgettable,0.717757102
rental,0.717749711
shooting,0.717517108
nasty,0.717510297
sadistic,0.717451029
practice,0.717385399
freedom,0.717269931
outrageous,0.717223752
fable,0.717041859
happening,0.716981124
moms,0.716954953
predecessors,0.716917548
makeup,0.716858995
dumb,0.716852995
strength,0.716837806
content,0.716355071
ride,0.716334699
provocative,0.716287835
ray,0.716281309
mix,0.716235221
hooked,0.716198277
wonderfully,0.716180346
water,0.716157412
pain,0.716137888
redemption,0.716121223
behavior,0.716062669
corporation,0.716046927
urban,0.716028326
details,0.716026449
seller,0.71590533
classes,0.715886224
newspaper,0.71586476
pointless,0.715844778
ladies,0.715783517
enterprise,0.71572758
lush,0.715724119
laughable,0.715597583
king,0.715596071
lees,0.715581242
impressive,0.715543586
marital,0.715445236
bunch,0.715438402
purchased,0.715375259
sit,0.715369147
guilt,0.715203321
bumbling,0.715200228
genius,0.715120555
henchman,0.715030521
filming,0.714958199
husbands,0.71494273
positive,0.714904129
sharp,0.714865225
quiet,0.71483148
deserves,0.714789028
locations,0.714784297
excited,0.714751014
revealed,0.714647318
dealing,0.714629778
politically,0.714626261
themed,0.714624809
sweetness,0.714623834
depicted,0.7145576
views,0.714443234
texas,0.714407456
witch,0.714369271
begin,0.714288103
teams,0.714278093
horrors,0.71426866
learning,0.714129763
scared,0.714097544
lovers,0.714091628
involving,0.713912096
rogers,0.713764068
joblo,0.71370079
write,0.713700247
vision,0.713686538
forces,0.713669266
performed,0.713546135
todays,0.713519382
share,0.713473638
marries,0.713385082
current,0.713361502
riding,0.713307223
revolution,0.713261992
decide,0.713198574
agree,0.713197291
jazz,0.713171307
performing,0.713151326
pleased,0.713115274
interpretation,0.713027266
respect,0.713022439
html,0.712956735
rousing,0.712922133
include,0.712872572
latest,0.712857072
struggle,0.712834127
avoid,0.712833152
sensitive,0.712788432
elected,0.712738766
producer,0.712734455
inventive,0.7126918
meaning,0.712605698
support,0.712539461
cowboy,0.712487233
fighter,0.712426944
vulgar,0.712397952
studio,0.712338754
daughters,0.712324729
beer,0.712274944
listen,0.712271001
womens,0.712257174
con,0.712090506
convincing,0.712065754
explain,0.712027047
sick,0.71195966
performer,0.711936863
bored,0.711893357
intelligence,0.711877863
undead,0.711874839
dialog,0.711732335
flashbacks,0.711667628
screenwriter,0.711650188
convoluted,0.711640038
lovable,0.71159806
present,0.711574848
delight,0.711526159
lover,0.711502365
defense,0.711419026
melodramatic,0.711302411
scott,0.7110899
citizens,0.710990603
boys,0.710982509
clips,0.710977985
decided,0.710906621
discovers,0.710898704
mood,0.710891894
surround,0.710818762
pathetic,0.710772021
intimate,0.710757547
cameras,0.710679364
casablanca,0.710594257
wondrous,0.710581887
cynical,0.710580245
success,0.71052149
sucks,0.710451061
uncomfortable,0.710432156
intrigue,0.71040957
lessons,0.710408917
advanced,0.710369004
immigrants,0.71032867
sisters,0.710322819
writers,0.710317318
digital,0.710298478
casting,0.710282986
oscars,0.710266764
experiences,0.71025614
directing,0.710256069
images,0.710231399
drink,0.710216684
tribe,0.710204197
finest,0.710198501
champion,0.710191673
excitement,0.710145804
rear,0.710137851
system,0.710124453
commentary,0.71010973
traditional,0.71005232
account,0.710037277
farmers,0.710019797
forced,0.709993115
courage,0.709878437
elegant,0.709856339
ended,0.709828779
theater,0.709747337
produced,0.709617988
changed,0.709607167
profanity,0.70957849
west,0.709503324
expressed,0.7095026
sid,0.709472177
sword,0.709382081
stomach,0.709374029
proves,0.70937047
sees,0.70937044
pleasantly,0.709330183
painting,0.709319028
odd,0.709293676
reflect,0.709255612
ancient,0.709222597
spoiler,0.709119066
realizes,0.709103271
yeah,0.709086408
skit,0.708945815
answers,0.708875664
performers,0.708784021
neighbor,0.708645009
shock,0.708634075
population,0.70862273
dazzling,0.70852707
economy,0.708479401
studios,0.708393944
audiences,0.708293461
appealing,0.708275885
morality,0.70825777
vintage,0.708248103
remembered,0.708189063
woods,0.70805169
investigate,0.707989234
sdh,0.707985043
prisoner,0.707981412
biggest,0.70790927
ability,0.707829003
thinks,0.70774228
cheek,0.70773796
terrific,0.707672881
belief,0.707663542
approach,0.707552958
locals,0.707549611
bullets,0.707516267
pair,0.707317786
engrossing,0.70730916
superstar,0.707297119
bits,0.707262063
image,0.707247652
fathers,0.707246228
program,0.707222724
refreshing,0.707219245
learned,0.70711654
existence,0.707081938
pairing,0.707062622
humorous,0.707023665
leadership,0.707019861
lacks,0.706953278
friendly,0.706932403
weak,0.706756166
manipulative,0.706619993
news,0.706605559
sympathetic,0.706549423
portrays,0.706534174
conclusion,0.706524924
topless,0.706492936
overlong,0.70646309
smile,0.706355253
pleasure,0.706338557
innocence,0.706304536
originally,0.706289569
recently,0.706220082
air,0.706203416
preposterous,0.706187214
wrote,0.706178053
experiments,0.706141262
officials,0.706139998
suburban,0.706105387
candidate,0.706085833
physical,0.706073543
pay,0.706051567
kenneth,0.705990253
considered,0.705990144
soap,0.705923214
professor,0.705906611
vehicle,0.705836789
races,0.705801929
annoying,0.705698741
seedy,0.705686544
bonus,0.705681019
movements,0.705647693
insight,0.705544455
appeal,0.705460468
dating,0.705414594
pacing,0.705397218
concentration,0.705381694
saturday,0.705352707
hot,0.705342579
prints,0.705206204
popcorn,0.70513227
nerdy,0.705120099
literary,0.705100887
selfish,0.705092621
bigger,0.705087811
favorites,0.705034055
loyalty,0.704861574
admit,0.704829889
inspiration,0.704820705
underworld,0.704815547
deals,0.704774307
unit,0.704730088
spoilers,0.704716237
marvelous,0.704699415
company,0.704646637
justice,0.704558508
terror,0.704537178
development,0.704523173
sadness,0.704488764
barely,0.704449483
authentic,0.704446787
answer,0.704391083
likeable,0.704368487
argument,0.704337388
topic,0.70432992
spent,0.704294026
length,0.704276012
scotts,0.704218691
awards,0.704214414
hate,0.704087454
farm,0.704057997
apocalyptic,0.704007886
graphics,0.703971112
created,0.703950288
caught,0.703927179
february,0.703925456
climax,0.703861268
basketball,0.703824703
hired,0.703748692
absurd,0.703669975
surprising,0.703641251
poker,0.703632396
harsh,0.703616763
reynolds,0.703599831
focus,0.703585627
captured,0.703573666
