,ndcg
inspector,0.773870556
stoned,0.773865137
purchase,0.773807101
pot,0.773641898
francisco,0.773635519
judy,0.773484635
accuracy,0.773342269
powerful,0.773202715
ensemble,0.773174268
surreal,0.773155892
won,0.77305925
bloody,0.773054538
brutal,0.77276671
technicolor,0.772737352
canadian,0.772562093
jungle,0.772505086
female,0.772297805
nostalgia,0.772255446
adorable,0.772073647
flying,0.771854542
depressing,0.77163347
cult,0.771626882
angeles,0.771558774
dogs,0.771497091
godfather,0.771394677
thrilling,0.771156214
abuse,0.771064638
holiday,0.77103756
comedian,0.77094468
hood,0.770789126
sheriff,0.770735119
narrative,0.770537781
seasons,0.770516117
haunted,0.770454808
army,0.77041658
korean,0.770293259
south,0.770135399
gripping,0.770086143
japan,0.769972098
teenager,0.769923661
femme,0.769921549
technology,0.769895008
killing,0.769889669
comics,0.769844849
cried,0.769777777
gorgeous,0.769576102
facts,0.769003792
addict,0.769001638
para,0.768974113
emotions,0.76870569
flicks,0.768644552
murdered,0.768627474
wit,0.76825896
loud,0.768195315
bios,0.768050617
bizarre,0.767681256
snl,0.767563684
chainsaw,0.767556998
kid,0.767282404
subject,0.767263199
conspiracy,0.767200982
liners,0.767156706
aboard,0.767016816
cgi,0.766902522
bush,0.766866681
buster,0.766860189
kidnapping,0.766818654
capitalism,0.766632842
stereotypes,0.766219306
spanish,0.766149028
remastered,0.765991096
civil,0.765911256
flight,0.765831961
jaws,0.765653313
familys,0.76559508
rock,0.765496545
shocking,0.765487485
musician,0.765354095
london,0.765293158
routines,0.765265198
murderer,0.765241996
teaches,0.765163233
halloween,0.764970011
tears,0.764951629
cars,0.764934158
chilling,0.764901088
spy,0.764782893
jurassic,0.764483011
iraq,0.76424591
eerie,0.764165809
joke,0.764080212
court,0.763999105
singers,0.763989495
ordered,0.763944154
haunting,0.763668545
grief,0.763501046
jerker,0.763397841
rom,0.763329733
confusing,0.763259541
gadgets,0.763258204
tissues,0.763183148
aired,0.763131007
nyc,0.763001556
friendship,0.762998224
beautifully,0.762797023
biblical,0.7626048
weapons,0.762582273
male,0.762529657
mummy,0.762378459
officers,0.762343562
independent,0.76232098
biography,0.762115825
subscribe,0.762020271
imagery,0.761976142
murphy,0.761908368
heartbreaking,0.761856476
awesome,0.761827493
criminals,0.761824039
workers,0.761757897
tragedy,0.761683599
fought,0.761548593
pregnant,0.761542007
issues,0.761525668
extras,0.761338413
distributor,0.761130545
monty,0.761036304
patient,0.760921348
delightful,0.760906406
situation,0.760837703
mom,0.760773828
atmospheric,0.760694452
tarantino,0.760296416
television,0.760022906
wave,0.759994622
voiced,0.759968993
taylor,0.759919778
players,0.759795648
godzilla,0.759784101
italy,0.759774333
angst,0.759729138
karate,0.759590966
eat,0.759482972
china,0.759445349
infected,0.759333029
believable,0.759114711
vegas,0.759051747
states,0.759022035
tense,0.759008346
nude,0.758981834
widescreen,0.758923833
economic,0.75885302
spain,0.758780672
arrived,0.75877274
countries,0.75866882
bible,0.758498496
rhodes,0.758443327
elm,0.758345634
fascinating,0.758188793
karten,0.758181339
pink,0.758021386
captain,0.757975454
ghost,0.757901629
scary,0.757716236
lame,0.757664005
aliens,0.757461933
dvds,0.757367962
airport,0.757283286
condition,0.757191399
ridiculous,0.757178807
accident,0.757063748
realistic,0.756924144
formulaic,0.756375245
provoking,0.756234242
vacation,0.756213441
hippie,0.756087582
jail,0.755581757
terrorist,0.755553814
grandchildren,0.755546215
natives,0.755493796
dealers,0.755351436
intriguing,0.755072097
villains,0.754950639
caribbean,0.754861329
hitler,0.754791983
mobster,0.754684139
deaths,0.754663169
gag,0.754628198
education,0.754530177
affair,0.754332581
clues,0.754226961
explosions,0.754109818
portrait,0.753972082
lambs,0.753941146
tragic,0.753862253
stunning,0.753787961
versions,0.753641002
study,0.753535878
drinking,0.753431156
financial,0.753424296
thrills,0.753274365
enemy,0.752918861
challenging,0.752768381
sixties,0.752762378
mess,0.752744549
poignant,0.752641185
meets,0.752562233
hysterical,0.752543669
parent,0.752467749
terrorists,0.752373699
fatale,0.752340482
hero,0.752284831
naked,0.752258353
classroom,0.752193483
discs,0.752040436
futuristic,0.751950813
twisted,0.751836767
adolescent,0.751799155
weed,0.751747479
twist,0.751736152
paris,0.751687161
fairy,0.751360906
lawyers,0.751326705
america,0.751303797
chases,0.751204701
soundtrack,0.751070818
brutality,0.750761458
dealer,0.75055752
filmmaker,0.750529549
effective,0.750337842
tough,0.750331593
mansion,0.750324517
gem,0.750315735
exercise,0.750013495
asian,0.749947629
biopic,0.749833163
sergeant,0.749752669
seat,0.749646263
eddie,0.749341507
grew,0.749301319
emotion,0.749186179
interviewed,0.74914249
relate,0.749118603
restoration,0.749079796
owner,0.749006182
partner,0.748904496
raped,0.748806502
guessing,0.748799276
apartment,0.748559392
atrocities,0.748522896
survive,0.748377254
riveting,0.748376598
harbor,0.748270995
filmmaking,0.748221766
robbers,0.748217668
cartoon,0.748181757
industry,0.748163609
cinematic,0.748138656
kills,0.748108239
booze,0.748050575
recording,0.748040395
heartfelt,0.748001278
bros,0.747897017
award,0.747822951
dated,0.747809718
blood,0.747743618
village,0.747573653
classics,0.747569678
dub,0.747442255
cultures,0.747382537
ghetto,0.747368055
community,0.747171993
passengers,0.747137066
mysterious,0.747117611
lovely,0.747105819
charles,0.747095083
endearing,0.746780037
situations,0.74645728
propaganda,0.746423509
sleazy,0.746275417
spiritual,0.746252737
killers,0.746233307
travel,0.746232643
journey,0.746199059
disaster,0.746129555
torture,0.746074431
fbi,0.746009151
paintings,0.74571325
harrowing,0.745427864
moral,0.745392126
conservative,0.745341427
crew,0.745237742
lyrics,0.745202489
enchanting,0.745151568
motorcycle,0.745147992
victim,0.745093409
punk,0.744885576
novels,0.744813447
regime,0.744809487
fred,0.744514515
politicians,0.744483217
mothers,0.744479609
sentimentality,0.744323236
questions,0.744296122
shirley,0.744248781
manager,0.744098662
narration,0.743994999
horrific,0.743941015
training,0.743900073
antics,0.743859527
author,0.743855199
mountains,0.743754704
painter,0.743573397
russians,0.743567969
streets,0.743550338
innocent,0.743492555
neighborhood,0.74321046
symphony,0.743200367
graphic,0.743089092
complex,0.743060403
weird,0.742986222
offensive,0.742846853
photography,0.742837218
administration,0.742836281
country,0.742782225
cheap,0.742757776
satisfying,0.742664896
choreographed,0.742661844
eccentric,0.742594547
concept,0.742480751
win,0.74246531
alfred,0.742455599
sister,0.742278515
installments,0.742104432
actresses,0.742028302
dramatic,0.741895234
loves,0.741796189
format,0.741786322
laughter,0.741784992
barbara,0.741766493
crap,0.741569778
cliches,0.741528938
routine,0.741518391
taut,0.741495422
deeply,0.741435201
claude,0.741400867
truth,0.741354553
accused,0.741344794
moves,0.741309136
pretentious,0.741228723
prostitution,0.741224909
bland,0.741207576
setting,0.740997921
kill,0.740995179
imaginative,0.740973854
compelling,0.740873375
controversial,0.740508553
brothers,0.740436016
winning,0.739924412
gun,0.739675497
disgusting,0.739582615
business,0.739481329
captures,0.739475577
sappy,0.739430782
famous,0.739428071
son,0.739397739
walt,0.739165746
intense,0.739098966
wholesome,0.739015437
las,0.738894845
robert,0.738893634
informative,0.738782898
sgt,0.738767677
slowly,0.738558461
portrayed,0.738471846
dolby,0.738401852
themes,0.738312254
crimes,0.738199139
teach,0.738064389
uplifting,0.737965967
humour,0.737938437
darker,0.737927815
criterion,0.73787095
entry,0.737715175
guilty,0.737676838
tales,0.73753508
infidelity,0.737530703
european,0.737467718
psycho,0.737465106
gross,0.737367434
gothic,0.737086892
heroine,0.737081075
pregnancy,0.737051567
colorful,0.73692571
intelligent,0.736875715
died,0.736866674
rated,0.736712299
conflict,0.73671189
porn,0.736693741
outer,0.736630327
city,0.736625651
subtle,0.736597579
releases,0.736550362
san,0.736423473
affecting,0.736396271
investigating,0.736347569
feelings,0.736338647
driving,0.736277567
shoot,0.736259929
agents,0.736254676
van,0.736247623
commander,0.736240359
beauty,0.736234788
battles,0.736137827
romp,0.736114813
clothes,0.73611162
remake,0.735957654
marriages,0.735824922
lab,0.73578724
vocals,0.735551917
younger,0.735544001
beach,0.735503526
blockbuster,0.735451401
player,0.735363456
virus,0.735309923
references,0.735288296
anti,0.73528391
warm,0.73522207
whites,0.735192826
europe,0.735117387
album,0.735010054
governments,0.735005197
psychiatrist,0.734976671
ideas,0.734926525
legendary,0.734794742
homage,0.73473705
members,0.734507177
product,0.734499939
bonds,0.734450509
acceptable,0.73443843
bette,0.73439252
girlfriend,0.734354883
imagination,0.734171078
rap,0.734165316
fairytale,0.73411653
couples,0.733948879
spies,0.733861977
humanity,0.733704276
smart,0.733650304
baby,0.733644218
davis,0.733394404
maniac,0.733328032
digitally,0.733305633
united,0.733287263
matrix,0.733285441
corrupt,0.733271549
revolution,0.733119381
hearted,0.733109502
steamy,0.733029988
offended,0.732997323
gentle,0.732835568
outstanding,0.7327262
memories,0.732718426
web,0.732699176
explicit,0.732588986
rider,0.73256037
nature,0.732529986
cry,0.732430519
harry,0.732359206
election,0.732275049
min,0.732118183
sung,0.732109608
rich,0.732094122
pace,0.732029159
books,0.731988159
decides,0.731974339
media,0.731914373
diet,0.731899231
information,0.731872227
aging,0.731830417
nostalgic,0.731684791
invasion,0.731668415
learns,0.731645514
boyfriend,0.731627353
awkward,0.731519708
century,0.731470342
lavish,0.731397929
expecting,0.731351436
included,0.731332096
cinematographer,0.731206759
employees,0.731193195
believers,0.731182898
deserved,0.731109024
voices,0.731069992
jackie,0.731051141
nerd,0.731007092
dubbing,0.730983882
trip,0.730946859
demonic,0.730909989
leader,0.73087717
hilarity,0.730525144
engaging,0.730492258
body,0.730473329
cancer,0.73042469
irreverent,0.730362013
handsome,0.730208469
cameos,0.730199947
contrived,0.730165737
kirk,0.730016488
disturbed,0.729762533
growing,0.729728166
samurai,0.729714465
farce,0.729652261
profound,0.729636847
previous,0.72957402
research,0.729489249
magic,0.729475986
passionate,0.729335
filmmakers,0.729248361
loss,0.729154787
accent,0.729133174
democratic,0.72911472
storylines,0.729068364
likable,0.729056291
talented,0.729030131
location,0.728848887
surprises,0.728679666
public,0.72852415
compuserve,0.728450022
bleak,0.728332598
unrated,0.728325495
youth,0.728263179
shakespearean,0.728178374
creative,0.728058799
actions,0.728050784
faithful,0.727937829
interview,0.727719919
earth,0.727704807
womans,0.727641773
wealth,0.727615355
cia,0.727581337
suffering,0.727502491
attractive,0.727498539
eating,0.72721424
cooking,0.727211493
ethnic,0.727180572
theatrical,0.727138879
nomination,0.727109152
adventures,0.727091232
solve,0.726875281
wacky,0.7268122
feminist,0.726771911
genuine,0.726648856
law,0.726537356
poorly,0.72648226
realism,0.726479123
exhilarating,0.726223249
releasing,0.726197748
gruesome,0.726113514
offbeat,0.726096587
canada,0.726057797
companies,0.725969951
potential,0.725867165
expectations,0.725771602
brother,0.725735837
honest,0.725683216
albums,0.725581441
geocities,0.725555937
racing,0.725415337
passion,0.725380587
walter,0.725289738
camp,0.725237628
delivers,0.725226671
determination,0.725163543
buying,0.725143542
horrifying,0.725122858
kong,0.725081091
understanding,0.72502208
perspective,0.724805105
sensual,0.724793833
institution,0.724710294
loving,0.72459796
painful,0.72457468
foreign,0.724560101
genuinely,0.724449872
intellectual,0.724419287
paranoia,0.724388312
sitcom,0.7241888
catchy,0.724171914
scarier,0.724027433
ghostly,0.724024928
timeless,0.723941298
pleasant,0.723883573
greedy,0.723870932
moved,0.723805164
theaters,0.723787993
duo,0.723746181
struggles,0.723572798
timing,0.723547356
grieving,0.723520154
landscape,0.723493171
vocal,0.723450109
remarkable,0.723389579
costume,0.723297379
copyright,0.723235312
energy,0.723217683
dad,0.722799779
disappointing,0.722796932
wasted,0.722669925
debut,0.722533451
bittersweet,0.722443091
countryside,0.72243414
kicks,0.722402631
creepiness,0.722372207
cliche,0.722193338
rights,0.722177928
reading,0.722169299
thugs,0.722162999
hammer,0.72216166
lived,0.721951242
successful,0.72194607
tape,0.72187873
lynch,0.721856828
date,0.72173587
depiction,0.721634161
honestly,0.72156401
robbing,0.72152484
professional,0.721501396
destruction,0.721496183
adapted,0.721457671
videos,0.721312913
perform,0.72122736
flat,0.721205466
ambitious,0.721024527
competition,0.721010117
sounds,0.720965578
mindless,0.720915952
evil,0.720843178
dreams,0.720821119
sequence,0.720725857
von,0.720618451
fails,0.72057319
psychotic,0.720481083
insane,0.720471637
detail,0.720399172
recordings,0.720366716
newspaper,0.720321077
rear,0.720076838
james,0.720060116
packed,0.719780665
strength,0.719701098
teams,0.719651736
shots,0.719638041
thoughtful,0.719443762
predecessors,0.719428037
practice,0.719391139
ladies,0.719380611
university,0.719335548
vintage,0.719222093
color,0.719187259
jazz,0.71916347
leaders,0.719140527
kidnap,0.719119055
editions,0.71908459
inspired,0.719078556
storytelling,0.719074256
nasty,0.719063923
addicted,0.719004629
sadistic,0.718992014
instructor,0.718984832
fable,0.718904328
popular,0.718812403
outrageous,0.718773245
gangs,0.718749683
wrenching,0.718666699
rental,0.718531015
enterprise,0.718207276
nominations,0.718173173
editor,0.71816669
cinderella,0.71816273
whimsical,0.718160273
prostitutes,0.718155285
ray,0.718086555
sumptuous,0.718042181
locations,0.717950867
shooting,0.717905843
urban,0.717822845
husbands,0.717808627
corporation,0.717763193
redemption,0.717754064
lee,0.71770161
remakes,0.71752178
mix,0.717506994
content,0.717339953
conditions,0.71724706
wonderfully,0.717217336
rogers,0.717207115
makeup,0.717164537
survivors,0.717145172
hooked,0.717058098
guilt,0.71705241
learning,0.717016766
behavior,0.716980212
forgettable,0.716855196
bumbling,0.716838621
seller,0.716800896
lush,0.716790337
immigrant,0.716786121
provocative,0.716786043
pain,0.716771057
ride,0.716760196
moms,0.716728866
water,0.716705512
universal,0.716668831
freedom,0.716627036
details,0.716612171
witch,0.716579731
dumb,0.716422526
purchased,0.71639066
spectacular,0.716259081
west,0.71623864
sharp,0.716231839
classes,0.716193076
cowboy,0.71617484
themed,0.716061459
texas,0.716050682
henchman,0.716033954
sit,0.716029202
horrors,0.715851907
lovers,0.715510674
dealing,0.715504753
scared,0.715460277
marital,0.715429202
troubled,0.715370249
views,0.715301262
population,0.715286779
excited,0.715271887
vision,0.715188794
impressive,0.715181322
marries,0.715141977
clips,0.715088076
depicted,0.715023279
deserves,0.714997333
sick,0.714946128
sweetness,0.714921764
performing,0.714913327
quiet,0.71481001
forces,0.714789235
flashbacks,0.714768422
performed,0.714765504
genius,0.714728422
pointless,0.714721377
involving,0.714560275
cameo,0.714544993
melodramatic,0.714536115
share,0.714460312
politically,0.714404259
riding,0.714384067
decide,0.714352122
con,0.71423622
filming,0.714160841
game,0.714101828
html,0.714077724
meaning,0.713959669
listen,0.713955256
defense,0.713929438
scott,0.713784564
respect,0.71353012
rousing,0.713477494
current,0.71342385
revealed,0.713402411
sword,0.713400311
agree,0.713389796
inventive,0.713347604
positive,0.713340922
begin,0.713315513
pleased,0.713280778
morality,0.713268661
support,0.713263031
cynical,0.713227686
sensitive,0.713221044
beer,0.713188705
latest,0.713184293
intrigue,0.713120878
interpretation,0.713002731
citizens,0.712979883
studio,0.712975218
laughable,0.712958318
throne,0.712891967
casablanca,0.712850382
preposterous,0.7128501
boys,0.712771457
excitement,0.712760954
struggle,0.712734706
vulgar,0.71269133
elected,0.712641697
explain,0.712630392
happening,0.712604537
skit,0.712523177
present,0.71251223
painting,0.712480145
womens,0.712454901
avoid,0.712417775
delight,0.712321424
write,0.712315646
ancient,0.712289168
cameras,0.712269384
advanced,0.71225513
sucks,0.712241704
account,0.712221631
screenwriter,0.71219338
bored,0.712179162
include,0.712151604
images,0.712112064
convincing,0.712085557
bunch,0.712009813
lover,0.711928173
convoluted,0.711895609
manipulative,0.711814594
discovers,0.711794332
prisoner,0.711765125
experiences,0.711758724
pathetic,0.711680056
todays,0.711679356
lessons,0.711672222
daughters,0.711636245
champion,0.711590194
mood,0.711514096
writers,0.711399185
stunt,0.711395408
success,0.711387808
innocence,0.711365912
ended,0.711271918
economy,0.711223072
decided,0.711214971
courage,0.711137477
pleasantly,0.711123187
intelligence,0.711122545
digital,0.71108164
stomach,0.710864059
finest,0.710839058
uncomfortable,0.710826166
dialog,0.71082599
drink,0.710805496
intimate,0.710782676
elegant,0.710719313
sid,0.710637751
directing,0.710618862
wondrous,0.710609994
sees,0.710579806
traditional,0.710557439
sisters,0.710547937
system,0.710547392
realizes,0.710535336
odd,0.710379932
cheek,0.710320605
reflect,0.710308935
vehicle,0.710285852
surround,0.710207752
experiments,0.710207328
expressed,0.710188558
theater,0.710175638
profanity,0.710172158
fighter,0.710164118
performer,0.710151082
oscars,0.710090161
shock,0.710077345
lovable,0.709916057
produced,0.70987178
concentration,0.709810528
remembered,0.709729639
performers,0.709723219
investigate,0.70967706
reporters,0.709668215
farmers,0.70960881
kenneth,0.709603157
proves,0.709523714
friendly,0.709494692
changed,0.709485653
king,0.70939512
joblo,0.709394202
producer,0.709307943
yeah,0.709136707
locals,0.709097658
suburban,0.709086173
popcorn,0.70907643
appealing,0.709066166
lees,0.708972186
commentary,0.708922597
poker,0.708882434
neighbor,0.708868412
studios,0.708710437
engrossing,0.708697431
casting,0.708679668
fathers,0.708590054
answers,0.708563059
ability,0.708546722
sundance,0.70844545
pair,0.708409913
basketball,0.70839489
bullets,0.70838428
woods,0.708377985
news,0.708339621
spoiler,0.708320168
humorous,0.708314838
belief,0.708242483
hired,0.708210958
terrific,0.708152568
learned,0.708151047
sdh,0.70800268
movements,0.707917113
refreshing,0.707840595
superstar,0.707808714
thinks,0.707747596
bits,0.707725223
pairing,0.707676293
apocalyptic,0.707649138
annoying,0.707561217
insight,0.707535905
overlong,0.707447794
biographical,0.707421265
existence,0.707413958
leadership,0.707400586
approach,0.70739048
dazzling,0.707381569
unit,0.707334002
portrays,0.707326292
saturday,0.707321851
weak,0.70730949
conclusion,0.70725632
sympathetic,0.707248282
image,0.707141606
historic,0.707108686
physical,0.707093122
smile,0.707082223
bonus,0.707016254
audiences,0.706960129
candidate,0.706783103
reynolds,0.706770177
undead,0.706764762
forced,0.706661793
program,0.706639738
wrote,0.706629028
segments,0.706615346
smoking,0.706519282
topless,0.706516065
dating,0.706441599
originally,0.706367401
selfish,0.70633698
carry,0.70628868
soap,0.706274859
topic,0.706206115
terror,0.706158251
pleasure,0.706125419
spoilers,0.706047843
literary,0.705976223
graphics,0.705903299
seedy,0.705865818
authentic,0.705853106
bigger,0.705835493
recently,0.70583384
appeal,0.705828087
pay,0.705827255
professor,0.705794252
considered,0.705784289
pacing,0.705595734
traveling,0.705563807
absurd,0.705522725
inspiration,0.705479751
sadness,0.705470841
air,0.705413232
archival,0.705381204
lacks,0.705324482
argument,0.705300411
personality,0.705174246
lighting,0.705161368
epics,0.705049483
likeable,0.705019932
harsh,0.70499961
deals,0.704990138
barely,0.704948162
portraying,0.704884962
biggest,0.704865769
development,0.704862826
massacre,0.704828113
taught,0.704799221
hot,0.704734672
scotts,0.704719913
justice,0.704710108
hate,0.704689649
scam,0.704618857
answer,0.704617356
asylum,0.704475694
spent,0.704457016
