,ndcg
sing,0.725731568
accuracy,0.724874879
antics,0.7244202
battle,0.724199969
tough,0.723910038
voiced,0.72377971
themes,0.723156825
inspirational,0.722769621
gag,0.722733231
deeply,0.722009801
gem,0.721920443
compelling,0.721818786
criminal,0.721776772
awful,0.721645174
married,0.721562381
visual,0.721155994
mysterious,0.721073905
feelings,0.721044037
narrative,0.720677378
setting,0.719949447
concept,0.719812947
horrible,0.71963704
younger,0.719240927
perspective,0.719032891
visually,0.718912279
outstanding,0.718849227
talented,0.718748823
convincing,0.718574084
hearted,0.718534277
violence,0.71827158
parents,0.718085216
wit,0.718055221
potential,0.717957256
remarkable,0.717932219
fantasy,0.717872433
impressive,0.71782837
captures,0.717675806
murdered,0.717655578
sit,0.717603628
understanding,0.717143613
involving,0.717094518
bloody,0.717054205
liners,0.716835308
mess,0.716803515
sings,0.716706175
combat,0.716463572
detective,0.716123341
cop,0.715557314
loves,0.715547704
hero,0.715410908
sexy,0.715212615
relationships,0.715149418
situation,0.715019108
hysterical,0.714998268
waste,0.714723258
study,0.714723153
stunning,0.714707932
concert,0.714494141
awesome,0.714255238
complex,0.714205323
emotion,0.714059405
details,0.714038039
realistic,0.713884855
subtle,0.713824283
psychological,0.713732775
adorable,0.713409181
appeal,0.713118066
provoking,0.712819035
deserves,0.712761402
poignant,0.712661703
satire,0.712541234
victim,0.712312812
singer,0.712280219
military,0.712249418
lived,0.711881611
joke,0.711860465
army,0.711754601
soldiers,0.711697666
portrays,0.711558768
handsome,0.711526625
social,0.711481296
chills,0.711409023
childhood,0.711223974
issues,0.711129253
chilling,0.711090137
fails,0.710957448
mix,0.710932594
account,0.710875679
killing,0.71080454
slowly,0.710717727
thrills,0.710660783
humorous,0.7105747
masterpiece,0.710435267
thrown,0.710375711
focus,0.710072669
century,0.710064684
produced,0.710019767
inspired,0.709955349
voices,0.709920676
cult,0.709695536
delightful,0.709657755
humour,0.709635027
died,0.709589993
begin,0.70957412
sounds,0.709377053
genuine,0.709310214
pace,0.709225156
successful,0.709177364
conclusion,0.709130345
terrifying,0.709125705
flat,0.7087405
wonderfully,0.708736232
rarely,0.708714505
government,0.708479102
disappointing,0.708424623
lovely,0.708399251
expecting,0.708137488
depiction,0.708116019
tragic,0.707854224
guessing,0.707819285
spent,0.707778629
telling,0.707766604
delivers,0.70774423
vhs,0.707674928
engaging,0.70739483
heartwarming,0.707364239
cartoon,0.707268262
include,0.706967096
weak,0.706896508
cinematic,0.706883496
slasher,0.706849455
campy,0.706789284
thinks,0.706507524
photography,0.706491561
admit,0.706477437
states,0.70642453
weird,0.706296971
forced,0.70588536
decided,0.705871362
biggest,0.705716787
likable,0.705685355
packed,0.705674377
offers,0.705614781
endearing,0.70556459
amount,0.705558932
caught,0.705493761
yeah,0.705448837
legendary,0.705341192
revealed,0.705313248
kill,0.705277175
intense,0.705212766
battles,0.705195839
sexual,0.705184478
detail,0.705178238
likes,0.705157928
rated,0.705085694
villains,0.705051161
earlier,0.704827661
sees,0.704772637
addition,0.704740109
genuinely,0.704739
epic,0.704731483
purchase,0.704652656
barely,0.704587755
decides,0.704579577
blood,0.704425389
forces,0.704374094
credits,0.70432849
technology,0.704292645
grew,0.70428961
imagination,0.704230149
murderer,0.704214748
theaters,0.703943432
ability,0.703846594
confusing,0.703801844
investigation,0.703735299
interviewed,0.703612912
troops,0.703544605
presence,0.703379098
horrific,0.703348338
depicted,0.703279136
recently,0.703268378
attractive,0.703114189
ideas,0.703050125
melodrama,0.703010751
fully,0.702997486
reasons,0.70278202
puts,0.702745083
disturbing,0.702708042
bits,0.702645761
created,0.702627644
generally,0.702465718
classics,0.702340466
crude,0.702315674
stunts,0.702180171
average,0.702116559
climax,0.702064334
filmmakers,0.702022217
present,0.701904331
explain,0.701853007
surprises,0.70181996
questions,0.701780901
truth,0.701746401
officer,0.701514595
respect,0.70150339
agree,0.701501931
share,0.7011986
leading,0.70091345
audiences,0.700607834
lacks,0.700516959
moved,0.700437355
hilarity,0.700422301
directing,0.700217953
information,0.700203148
background,0.70011479
clues,0.700056493
compared,0.699954708
avoid,0.699732075
approach,0.699644116
sequence,0.699613227
laughter,0.699554816
artistic,0.69951212
daughter,0.699483507
shocking,0.699342156
fighting,0.699197446
worked,0.699105117
eerie,0.699051023
expectations,0.698960362
seat,0.698714374
manner,0.698628762
bizarre,0.698606532
meant,0.698553975
provide,0.698536271
loving,0.698504537
reveal,0.698384703
sensitive,0.698378242
enemy,0.698117835
poorly,0.69805236
shoot,0.698021047
nudity,0.697999689
proves,0.697941414
marry,0.69792661
visuals,0.697858744
gripping,0.697855609
considered,0.697688151
honestly,0.697586107
scenery,0.697406079
suddenly,0.697394623
winning,0.69736853
cgi,0.697358783
bored,0.697285548
tense,0.697152405
nicely,0.69705286
terrific,0.697021689
quirky,0.697011705
thrilling,0.69699957
needed,0.696987383
honest,0.696985178
laughable,0.696955106
realized,0.696924116
watchable,0.69677766
possibly,0.696542318
sport,0.696528808
facts,0.696517316
humans,0.696516961
occasionally,0.696396906
finish,0.696342501
wasted,0.696317875
condition,0.696224333
opportunity,0.696180961
attempts,0.696116897
friendly,0.696085604
recent,0.696083977
seemingly,0.696070258
literally,0.69605274
fellow,0.695955371
atmospheric,0.695797431
performing,0.695778164
bunch,0.69562944
plain,0.695446282
pleasant,0.695393004
led,0.695313115
helps,0.695225369
included,0.695085585
insight,0.69507883
public,0.695076655
equally,0.695076313
scientist,0.694966474
includes,0.69490728
holds,0.694896388
message,0.694772008
entertained,0.694697835
remains,0.694651896
magic,0.69450833
content,0.694499468
buying,0.694424725
opens,0.694410679
female,0.694362044
create,0.694160521
actions,0.69412423
immediately,0.693979816
captured,0.693860009
deals,0.693850286
learned,0.693837846
biography,0.693785709
americans,0.693706996
pure,0.693701816
disney,0.693685596
arrived,0.6936321
wacky,0.693621939
listen,0.693612232
success,0.693536136
wondering,0.69346808
surprising,0.693444048
worthy,0.693360265
aware,0.693334457
decide,0.693329741
sadly,0.693275699
crap,0.693199481
fight,0.69313885
inspiring,0.693078878
mentioned,0.693069762
unlike,0.693009807
changed,0.692946172
excitement,0.692946042
creative,0.692866504
showed,0.692816799
informative,0.692777037
dull,0.69266625
intended,0.692646681
colorful,0.692580287
society,0.692461724
portrait,0.692400272
stage,0.692358736
appearance,0.692240706
folks,0.692201647
political,0.692157632
country,0.692121762
won,0.692060917
print,0.691931435
beauty,0.691861631
growing,0.691836936
timing,0.691700236
learns,0.69167232
delight,0.691582679
discovers,0.691509308
ordered,0.691482398
raunchy,0.691424965
lovers,0.69139451
intelligent,0.691378264
location,0.691365008
entertain,0.691351027
breathtaking,0.69133729
talents,0.691330809
brutal,0.691293652
stands,0.691222445
creating,0.691195011
reviewers,0.691050854
anti,0.690997852
murders,0.69097071
sympathetic,0.690892601
annoying,0.690772013
husband,0.690744049
contrived,0.690728744
wrote,0.690575114
drawn,0.690532403
rating,0.69051553
write,0.690505076
struggle,0.690503602
humanity,0.6904605
offer,0.690422997
surprisingly,0.690349233
fit,0.690250292
previous,0.690222304
context,0.690157166
tired,0.690156049
latest,0.690129665
popular,0.690128705
aspects,0.689998718
appealing,0.689952752
depicts,0.689923609
pleased,0.689888373
knowing,0.689882827
riveting,0.689853224
male,0.689841492
extras,0.689590054
professional,0.689387809
profound,0.689361749
mood,0.68936054
pull,0.689290617
soundtrack,0.689279743
ended,0.689253537
relate,0.689194655
odd,0.68919317
vision,0.689191158
individual,0.689078762
answer,0.688931323
romp,0.688931079
excited,0.688917472
portraying,0.688862136
throw,0.688772334
references,0.688575696
personality,0.688467843
satisfying,0.688388049
helped,0.688341029
product,0.688332769
scary,0.688303969
putting,0.688300773
developed,0.688278377
finding,0.688252196
steals,0.688193297
allowed,0.688005525
flaws,0.687955734
leader,0.687877792
added,0.68783514
casting,0.687804972
interview,0.687695229
cameo,0.68763004
pacing,0.687613593
asked,0.687603282
coach,0.687487722
choreography,0.687456993
failed,0.687454503
support,0.687431059
struggles,0.687139343
pieces,0.68708074
mediocre,0.687050611
current,0.687008328
gun,0.686986992
members,0.686942071
mid,0.686868028
pleasure,0.686781515
passionate,0.68673562
makers,0.686712547
scientific,0.686630397
english,0.686597967
efforts,0.686518247
musicians,0.686357365
broadway,0.686140596
werent,0.685986013
officers,0.685806562
marvelous,0.685761981
fought,0.685685076
soldier,0.685665047
development,0.685663295
impression,0.685637309
continue,0.68560562
hoping,0.685511526
tragedy,0.685396132
destroy,0.685388488
touches,0.685335265
forward,0.685288933
holes,0.685269575
utterly,0.685239007
nasty,0.685100557
rare,0.685075456
constantly,0.685052625
moral,0.684854159
wealthy,0.684811596
hits,0.684811453
lovable,0.684804891
sung,0.684782147
viewed,0.684709587
presented,0.684513287
speak,0.684324284
smile,0.684178913
imaginative,0.684021711
suggest,0.683887701
authentic,0.683811211
passion,0.683800584
heroic,0.683800139
positive,0.683786073
dancing,0.683740915
focuses,0.683701655
bother,0.683659061
meaning,0.683625837
terms,0.683529309
win,0.683506558
decades,0.683369815
town,0.683178988
suppose,0.683129892
purpose,0.682987103
shots,0.682946029
performed,0.682910704
thoughtful,0.682815306
credit,0.682805254
politics,0.682798083
spend,0.682774263
mildly,0.682686966
supposedly,0.682680552
dealing,0.682637701
nominated,0.68246367
enjoying,0.682404401
tears,0.68240381
criminals,0.682391091
dumb,0.682239428
rental,0.682199548
exception,0.682189849
painful,0.681978279
places,0.681923243
speaking,0.681909295
originally,0.681890569
heres,0.681779866
asks,0.681774923
suffering,0.681767875
fare,0.681738532
surface,0.681540077
knowledge,0.681533459
accept,0.681434431
creates,0.681363122
standard,0.681360313
pay,0.681194799
unable,0.681190439
pictures,0.68117504
deliver,0.681157593
award,0.681075959
reminded,0.681036328
existence,0.680933944
scariest,0.680803045
limited,0.680763067
shouldnt,0.680667371
views,0.680549469
perform,0.680541422
adds,0.680523437
ahead,0.680522487
nature,0.680458763
clips,0.680439438
magnificent,0.68041104
realizes,0.680380072
aspect,0.680196025
smart,0.68018199
deserved,0.68004644
artists,0.679997161
presents,0.679907823
killings,0.679907699
reading,0.679893713
dated,0.679801183
tone,0.679797023
pair,0.679764906
introduced,0.679723266
favorites,0.679649449
front,0.679644019
marriage,0.679643772
headed,0.679640642
overly,0.679568665
strength,0.679520535
common,0.679463585
portray,0.679440314
costume,0.679435504
capture,0.679402295
terror,0.679371959
awkward,0.679369507
cops,0.67925807
sheer,0.679175315
monster,0.678915202
dance,0.678844388
enchanting,0.67872332
lyrics,0.678722347
quick,0.678698943
affair,0.67868919
lacking,0.678637072
dialog,0.678636329
forgettable,0.67863057
filmmaker,0.678622527
disappointment,0.678589179
deeper,0.678582239
refreshing,0.678542853
notch,0.678478161
corny,0.678376221
personally,0.678299697
dramas,0.678271544
happening,0.678165381
shooting,0.678128606
transfer,0.678112655
realism,0.677989781
sentimental,0.677944425
explosions,0.67786892
attitude,0.67783322
forgotten,0.677467985
reminds,0.677274863
comments,0.677220642
girlfriend,0.677154849
falling,0.67711899
combination,0.677033905
largely,0.676962546
indie,0.67692437
warm,0.676820513
storytelling,0.67679323
sharp,0.676777829
conflict,0.676754649
search,0.676677476
tune,0.676664123
unexpected,0.676650322
surely,0.676610706
vehicle,0.6765347
boyfriend,0.676513832
involves,0.676470278
explanation,0.676402564
nonetheless,0.676322534
british,0.676219282
depressing,0.676150942
describe,0.676112361
apparent,0.675962961
fabulous,0.675925404
inside,0.675840506
essentially,0.675834455
absurd,0.675819432
listening,0.675811085
spoiler,0.675458499
filmmaking,0.675457305
remembered,0.675434782
heroes,0.675358989
prove,0.6753248
intensity,0.675308774
suffers,0.67518431
control,0.675120355
kills,0.675087515
capable,0.6750559
mindless,0.675049468
standards,0.674985131
featured,0.674913816
heartfelt,0.674887548
frequently,0.674886781
evil,0.674860945
chuckle,0.674827409
fresh,0.674823857
fights,0.674733991
succeeds,0.674695443
delivered,0.674574148
levels,0.674572753
responsible,0.674535196
todays,0.674509315
length,0.674449352
leaving,0.674395822
concerned,0.674395125
massive,0.674338929
lighting,0.674337611
aimed,0.674312261
impressed,0.674268061
heartbreaking,0.674191876
theatrical,0.674177411
fell,0.674134713
extraordinary,0.674077201
adaptation,0.67405884
confused,0.673989307
pulls,0.673791831
grade,0.673715294
manage,0.673702113
held,0.673697917
began,0.673680041
touch,0.673604769
hasnt,0.673572538
faced,0.673543408
brilliantly,0.67350482
pick,0.673483288
scientists,0.673408078
missed,0.673380865
spoilers,0.67334519
locations,0.673314972
flawed,0.67328249
tight,0.673254255
build,0.673227642
anymore,0.673174555
writers,0.673159173
discover,0.6731575
hate,0.67315645
cinematographer,0.673145809
managed,0.673120227
total,0.673006677
send,0.67300008
grown,0.672987549
badly,0.672894112
experiences,0.672881868
suspect,0.672865657
pointless,0.672701516
mom,0.67249317
finest,0.672475281
silliness,0.672162374
innocent,0.672132865
bland,0.672042321
physical,0.672033578
treat,0.671967766
earth,0.671931443
producers,0.671867764
carefully,0.671847732
comic,0.671825609
energy,0.67178229
format,0.671772466
filming,0.671736153
screenwriter,0.671674325
quiet,0.671665328
loses,0.671628599
lover,0.671611458
ready,0.671563969
loose,0.671501161
logic,0.67142779
producer,0.67139432
tunes,0.671353871
initially,0.671340334
spectacular,0.671310236
germans,0.671286813
larger,0.67125008
fill,0.671104343
teaches,0.671086663
america,0.671026952
member,0.671021325
cliche,0.671019242
passed,0.67097906
critics,0.670978474
impact,0.670968118
correct,0.670941281
underrated,0.670888061
effect,0.670873345
exist,0.670864784
likeable,0.670629267
compare,0.670536779
team,0.670445556
process,0.670395609
culture,0.670365553
natural,0.670338979
west,0.670296483
discovered,0.670183374
theater,0.670144911
lesson,0.670142808
scale,0.669929579
thousands,0.669928139
driven,0.669925595
hadnt,0.669903673
courage,0.669750144
believes,0.669721575
journey,0.669702879
plots,0.669633255
grow,0.669610861
glimpse,0.669497914
determined,0.669442748
crafted,0.66941991
horrifying,0.669401459
drug,0.669395901
contrast,0.669365538
results,0.669322124
speaks,0.669291838
thrill,0.669275177
farce,0.669241382
key,0.669204849
twisted,0.668978476
imagery,0.668901148
longer,0.668878395
genius,0.668868348
position,0.668710663
technical,0.668706316
spirited,0.668654688
designed,0.668574888
wanting,0.668549283
matters,0.668501092
exceptional,0.668456906
studio,0.668341218
effectively,0.668265545
focused,0.66825843
par,0.668170774
appeared,0.668154351
outrageous,0.667996576
adventures,0.66787571
finale,0.667863966
partner,0.667854603
sequel,0.667850787
figured,0.667753515
rich,0.667724168
oscar,0.667699551
incredibly,0.667633173
wholesome,0.667594432
difference,0.667586408
son,0.667586233
unbelievable,0.6674856
surrounding,0.667363354
influence,0.667359376
bonus,0.667263008
mild,0.667236635
choices,0.667228075
mistake,0.667181804
experienced,0.667165983
gruesome,0.667138917
presentation,0.667089049
creatures,0.666946027
hell,0.666941426
beings,0.66691685
pass,0.666912228
rent,0.666882225
mixed,0.666740602
provided,0.666674916
answers,0.666523546
superior,0.666453771
virtually,0.666453678
shocks,0.666442819
impossible,0.666344205
spends,0.666267139
built,0.666249459
agent,0.666206433
martial,0.666202587
increasingly,0.666056738
contemporary,0.665925131
incredible,0.665882677
leaders,0.665864389
trailers,0.665857049
continues,0.66552345
develops,0.665508659
chose,0.665380552
protagonist,0.665348637
satirical,0.665124953
adapted,0.665027342
vivid,0.664910378
hey,0.664826454
negative,0.66481962
struggling,0.664779113
turning,0.664733662
haunting,0.664662904
shock,0.664634955
disneys,0.664612382
reveals,0.664586704
behavior,0.664484
skills,0.664443141
finished,0.664435439
deserve,0.664394764
nonsense,0.664341172
audio,0.664281535
intrigue,0.664215184
status,0.664161696
solve,0.664103381
types,0.664051907
explains,0.663976938
comical,0.663970021
unfolds,0.663965328
artist,0.66385038
develop,0.663826132
performers,0.663804852
troubled,0.663782648
bottom,0.663728348
frankly,0.663712974
controversial,0.663579979
dimensional,0.663570632
fame,0.663562926
space,0.663530895
attack,0.663519638
direct,0.663408223
reach,0.663407083
sitting,0.66339113
editing,0.663327601
television,0.6632069
detailed,0.663187396
pop,0.663170768
german,0.663153077
fits,0.663107467
occasional,0.663103918
edge,0.663100487
kinda,0.663071409
greater,0.663056401
paid,0.662987122
timeless,0.662984019
popcorn,0.662973855
originality,0.662927142
performer,0.662887732
numerous,0.66286389
reviewer,0.662815855
priceless,0.662805477
general,0.662645827
settings,0.662582248
mature,0.662508495
debut,0.662507443
constant,0.662483999
executed,0.662309363
depth,0.662252078
pleasantly,0.662212201
player,0.662162218
suggests,0.662156923
scared,0.662142009
promising,0.662138679
overcome,0.662131215
england,0.662078205
chases,0.662044463
strongly,0.661954849
stick,0.661953735
greatly,0.66188864
cover,0.661787005
survive,0.661785742
disc,0.661782
directors,0.66167807
months,0.66160955
ground,0.661574468
veteran,0.661566391
explained,0.661562619
minor,0.661539532
element,0.66148974
display,0.661445046
keeping,0.661425907
intimate,0.661416892
revealing,0.661403902
significant,0.661386313
consequences,0.661353776
robert,0.661293313
convinced,0.661243438
serves,0.661231488
ill,0.661109467
combined,0.660968774
worry,0.660968621
taste,0.660936701
mans,0.660922664
complicated,0.660899551
inspiration,0.660893528
topic,0.660883433
families,0.660869492
zany,0.660714853
hair,0.660435145
initial,0.660417562
ruin,0.66036122
image,0.660232105
variety,0.660174276
discussion,0.660139519
covered,0.660012354
acceptable,0.659864941
opposite,0.659847323
treated,0.659821951
body,0.659789355
resolution,0.659784325
caused,0.65973133
achieve,0.659597344
historic,0.659482571
outlaw,0.659478416
tedious,0.659471652
clean,0.659433986
library,0.659328818
studios,0.659235202
catch,0.659199972
pathetic,0.659198957
spots,0.65917354
widescreen,0.659142818
goofy,0.659132854
issue,0.659084306
necessarily,0.659072756
central,0.65906294
heroine,0.659054268
chick,0.659051849
unnecessary,0.658981671
believed,0.658913064
pulled,0.658818979
surreal,0.658812404
worthwhile,0.658774156
makeup,0.658758076
individuals,0.658757383
intelligence,0.658754885
choreographed,0.658625863
subtitles,0.658601875
crazy,0.658478806
FALSE,0.658476449
blockbuster,0.658460002
comparison,0.658455012
spite,0.658429161
wearing,0.65841341
traditional,0.658410075
ride,0.658408967
comment,0.658404397
convey,0.658336691
meet,0.658298893
spot,0.658284254
dad,0.658265375
hilariously,0.658219409
substance,0.658218579
decade,0.658189428
stereotypes,0.658167456
picked,0.658157984
sappy,0.658153984
unforgettable,0.65813992
additional,0.658093046
boss,0.658048786
lush,0.658023313
danger,0.657933117
tribute,0.65791947
quest,0.657907319
purchased,0.657899621
prior,0.657898942
afraid,0.657836903
naturally,0.657782137
musician,0.657748179
starred,0.657674165
parody,0.657631719
gentle,0.657574729
arrives,0.657442956
qualities,0.657387659
track,0.657364348
values,0.657285363
generic,0.657212154
blend,0.657166456
thankfully,0.656976555
hidden,0.656884222
shame,0.656656854
desire,0.656653259
actresses,0.656585647
majority,0.656501156
possibility,0.656419104
structure,0.656405184
united,0.656404124
basis,0.656357618
tear,0.656347377
sinister,0.656189447
destroyed,0.656148308
target,0.655987811
ten,0.655979942
evidence,0.655873183
essence,0.65580892
cowboy,0.655762506
memories,0.655761403
horrors,0.655759387
throws,0.655742636
bigger,0.655712936
creepiness,0.6557089
slightly,0.655681078
excuse,0.65565908
builds,0.655652131
lessons,0.655548965
friendship,0.655540346
affection,0.655437462
clothes,0.655414108
offensive,0.655393874
freedom,0.655380102
affecting,0.655362013
fake,0.655319156
ignore,0.655310104
gangster,0.655299128
committed,0.655283904
albeit,0.655272814
disbelief,0.655246602
spoof,0.65523605
sorts,0.655172045
ensemble,0.655123859
missing,0.655068517
cliches,0.655067203
brutality,0.655063774
captivating,0.654998266
explore,0.654988775
pain,0.654966857
grows,0.654961518
color,0.654918832
absolute,0.654890469
accent,0.654749092
restored,0.654716694
required,0.654683187
images,0.6546696
broad,0.654633449
heavy,0.654576402
handed,0.654537475
convoluted,0.654488955
directly,0.654417601
deaths,0.654400852
concerns,0.654356564
granted,0.654319497
dry,0.65418816
heads,0.654161771
releases,0.654154378
sucks,0.654004785
paced,0.653987946
helping,0.653972353
starting,0.653935721
touched,0.653927265
visit,0.653801613
recording,0.653797372
cold,0.653725519
weapons,0.653650316
explores,0.653540625
engrossing,0.653453096
slick,0.653424553
inevitable,0.653242426
instantly,0.653225585
offering,0.653210975
strangely,0.653148121
religious,0.653081757
breaks,0.653047962
choice,0.653045604
kicks,0.653041888
melodramatic,0.653000991
noticed,0.652943509
alike,0.652928511
gift,0.652914403
heavily,0.652885484
grisly,0.652860889
remain,0.652848785
stated,0.652821718
car,0.652787663
futuristic,0.652753099
hot,0.652752483
trouble,0.652750987
attracted,0.652736279
author,0.652691228
favor,0.652689038
plans,0.652648063
project,0.652630594
caring,0.652619105
revolves,0.652597292
unsettling,0.652589533
fault,0.65249612
list,0.652486386
born,0.652482018
striking,0.652472707
fictional,0.652425535
week,0.652413947
painfully,0.652378494
europe,0.652332217
figures,0.652282091
losing,0.652244142
hopes,0.652220958
insightful,0.652135404
dolby,0.65212029
desperately,0.651936053
destruction,0.651916268
unfortunate,0.651872362
amazed,0.651868953
research,0.651807615
breath,0.651765287
relief,0.651734785
cynical,0.651729123
normal,0.651721069
notice,0.651640655
wow,0.651627768
shines,0.651613674
adding,0.651521313
covers,0.651510464
execution,0.651495687
waiting,0.651492468
spoil,0.651452455
email,0.651377919
requires,0.651333259
charismatic,0.651243381
scenario,0.65112873
demands,0.650916761
reaction,0.650898756
handled,0.650893036
inventive,0.650870367
state,0.650828678
dances,0.650816955
wide,0.650780095
accurately,0.650672704
remind,0.650619889
degree,0.650514246
parent,0.650433672
consistently,0.650316
generation,0.650266185
fail,0.650147607
cheek,0.650136287
claims,0.650135133
daily,0.650114619
carries,0.65009393
record,0.650010884
introduction,0.649928607
formulaic,0.649669926
sexually,0.649643244
equal,0.649638874
tend,0.649620722
hitting,0.649562165
draw,0.649561475
mouth,0.649545808
landscape,0.649448727
prepared,0.649433711
whatsoever,0.649358058
offered,0.649275964
stellar,0.649188907
eccentric,0.649182048
admire,0.649022032
heck,0.648999198
serve,0.648973669
complaint,0.648947946
refuses,0.648914569
ironic,0.648865501
fate,0.648827964
reputation,0.648798943
regular,0.648795686
nomination,0.648650557
redeeming,0.648592879
watches,0.648556518
neat,0.648526843
rough,0.648506227
renting,0.648488927
sophisticated,0.648390101
double,0.648385175
sake,0.648370923
trailer,0.648324042
assume,0.648317413
edition,0.64831395
horribly,0.648304261
business,0.648224674
mission,0.648198611
importance,0.648153374
james,0.648104401
belief,0.647966687
outer,0.647886191
thrilled,0.647878128
california,0.647859388
tongue,0.647819292
sight,0.647781979
owner,0.64778036
streets,0.647729048
fashioned,0.647700317
vibrant,0.647683182
depicting,0.647671758
provocative,0.647669525
glorious,0.647623459
fear,0.64760931
peoples,0.64760343
ludicrous,0.647502181
stuck,0.647456614
holding,0.647415027
warned,0.647344935
bringing,0.647330059
credible,0.647327339
guns,0.647315808
office,0.647198519
superbly,0.647179336
loss,0.647044113
land,0.646997969
soul,0.646966857
law,0.646940818
investigate,0.646911101
mesmerizing,0.646901243
darker,0.646841499
independent,0.646790065
challenge,0.64675236
return,0.646742802
environment,0.646692182
harmless,0.646673791
pre,0.646657565
response,0.646645084
lose,0.646629593
related,0.646616848
draws,0.646580799
credibility,0.646525701
germany,0.646467271
satisfied,0.646429012
crew,0.646419802
remastered,0.646348993
honesty,0.64628167
hint,0.6461705
task,0.646105756
propaganda,0.646005661
formula,0.645999952
primarily,0.6459838
commentary,0.64595765
trust,0.645917251
ambitious,0.645893707
notable,0.645880692
advantage,0.645844739
vulnerable,0.645768958
break,0.645726507
appreciated,0.645722956
learning,0.645718696
hated,0.645706577
enjoys,0.645654291
reflect,0.645635584
post,0.645612004
teenage,0.64558129
splendid,0.645550629
uneven,0.645457971
disturbed,0.645408057
advice,0.645394946
hollywoods,0.645339162
lavish,0.645315048
produce,0.645093737
halfway,0.645070571
challenging,0.64503226
stops,0.645023721
viewings,0.644937296
clich,0.644936628
interpretation,0.644903529
sheriff,0.644880881
expression,0.644873409
teenager,0.644805565
creature,0.644725589
gangsters,0.644711333
earned,0.644708356
suffer,0.644697573
beat,0.644681341
gang,0.644674533
intellectual,0.644616549
investigating,0.644578194
taut,0.644529846
shortly,0.64452546
cares,0.644512787
graphic,0.644386563
providing,0.644382941
understood,0.644337774
pity,0.644336303
happiness,0.644332375
kinds,0.64432614
frame,0.644288074
motion,0.644238893
path,0.644235699
featuring,0.644178383
suspects,0.644168951
carrying,0.644112343
successfully,0.644108511
natured,0.644103271
wooden,0.644049312
charisma,0.644042153
fair,0.644022833
balance,0.643977535
insane,0.643955051
shocked,0.643925454
recognize,0.643917789
irony,0.64391212
upset,0.643906357
uncomfortable,0.643901515
kiddie,0.64383993
tremendous,0.643792709
revenge,0.643791192
harsh,0.643738836
attempting,0.643732624
date,0.643730013
attacked,0.643707741
decision,0.643691937
ensues,0.64366856
sister,0.643629564
chuckles,0.643496756
damn,0.643451198
delivery,0.643443587
changing,0.643414229
regret,0.643389647
multi,0.64338675
crowd,0.643382232
shape,0.643374513
backdrop,0.643271942
stupidity,0.643248693
sincere,0.643228173
met,0.643118928
exquisite,0.643107275
skill,0.643092581
importantly,0.643048071
basic,0.643026168
gothic,0.643010077
fest,0.642954491
revelation,0.642949609
determination,0.642897211
hundreds,0.642853648
dvds,0.642849051
idiotic,0.642777255
countries,0.642761681
comfortable,0.642728545
masterful,0.642711397
regard,0.642675906
spirit,0.642623971
winner,0.64260237
treatment,0.64254246
wears,0.64249525
mainstream,0.642486466
discuss,0.642399727
singers,0.642376951
complexity,0.642351258
confusion,0.64231101
crimes,0.642119213
