,0
"hazy (rails, poles)",0.58648753
"wellington (copyright, still)",0.586380381
"30d (350d, minimal)",0.585963705
"abbey (wright, worldheritage)",0.585619
"budweiser (marc, hamburger)",0.5853708479999999
"sleeping (angel, tongue)",0.584736105
"f4l (shrine, 24105)",0.58460188
"density (scape, rise)",0.584426101
"bici (rue, racer)",0.584152616
"spagna (espagne, spanien)",0.584001867
"revival (trainstation, ornament)",0.583651362
"richmond (umbrella, riverside)",0.583123911
"photoshopelements (grin, porcelain)",0.5825486870000001
"32 (26, coach)",0.58223165
"murray (bucks, suffolk)",0.581797357
"brasil (norway, denmark)",0.5816916120000001
"riodejaneiro (milano, canoneos30d)",0.581614163
"propeller (f16, hook)",0.581611443
"thai (southeastasia, eat)",0.58126433
"1d (bilder, ak)",0.58116944
"michellepearson (gulfcoast, quaint)",0.580755652
"nikond40x (guard, hasselblad)",0.580595589
"3d (poland, kong)",0.58050438
"pierce (distance, moonlight)",0.580452472
"amber (saturation, behind)",0.580265558
"southerncalifornia (ottawa, sandiego)",0.580139571
"glasgow (dublin, scottish)",0.5799789870000001
"hydro (turbine, straight)",0.579801012
"natale (gelb, byn)",0.579592844
"modernarchitecture (pedestrian, millenium)",0.579351556
"milk (homemade, character)",0.579285811
"control (left, locomotive)",0.57888594
"corn (balloon, ride)",0.578487365
"1116mm (pierre, k200d)",0.5782921329999999
"geotoolgmif (thechallengefactory, 2470l)",0.5780062579999999
"veterans (patriotic, cop)",0.577859558
"worn (damage, faded)",0.577802967
"wwii (ww2, battle)",0.577752077
"comida (venezuela, tasty)",0.577541063
"chips (hamburger, seafood)",0.57707748
"buried (4x5, rip)",0.576937047
"lakeerie (dean, stacks)",0.576847056
"birmingham (reading, 1970s)",0.576646664
"caracas (venezuela, forks)",0.57611545
"twin (md, pole)",0.576014764
"latinoamerica (octobre, sudamerica)",0.575958444
"50 (28, xti)",0.575851332
"70200mmf28gvr (reed, nikond3000)",0.575754235
"dynamic (german, d3100)",0.5755577479999999
"jeans (strange, hd)",0.57552617
"pilot (boeing, aircraft)",0.574842469
"paved (missiondistrict, roadsign)",0.574533311
"cn (massive, rails)",0.574490705
"dancer (q, shutter)",0.5743729320000001
"project366 (cube, stpetersburg)",0.573958545
"southasia (siemreap, laos)",0.5737439639999999
"jumper (stunt, u)",0.57372859
"prize (belgien, emblem)",0.573637789
"charlie (cigarette, luke)",0.573279533
"weiss (belgique, k5)",0.572949438
"ear (mode, rubber)",0.572070643
"canoneosdigitalrebelxti (28135mm, chuck)",0.571983465
"stairwell (brutalist, gebouw)",0.57163598
"horseshoe (morgan, pacificnorthwest)",0.5711818329999999
"pico (edited, iphotooriginal)",0.571154429
"plateau (enfant, ecosystem)",0.571113551
"canopy (trunk, travelling)",0.571057025
"rodeo (carlos, sticker)",0.57094148
"rope (queensland, lensflare)",0.570874914
"petrol (diesel, airfield)",0.570712687
"220 (drift, much)",0.57055583
"nightclub (cleavage, bostonma)",0.570358815
"105mm (homme, skate)",0.570213407
"friend (d40x, game)",0.569836684
"architectural (oak, province)",0.569358976
"finger (laughing, angry)",0.569119673
"artists (theater, theatre)",0.568722915
"vegetables (bottles, bread)",0.5682614029999999
"canoneos40d (canon400d, 18200)",0.567957234
"d3s (ringexcellence, 800)",0.567828656
"gimp (blackwhitephotos, creativecommons)",0.56771118
"onion (lime, coke)",0.567703207
"wealth (financialdistrict, crowded)",0.56760558
"designer (gorgeous, mannequin)",0.567585699
"lemon (cola, cybershot)",0.567281965
"pix (100views, id)",0.567111699
"hoop (kyle, lions)",0.56698295
"preserve (surprise, fluffy)",0.566540441
"jaguar (wing, 500)",0.566498345
"cinema (brussels, times)",0.566424642
"fairytale (unity, observationdeck)",0.566369285
"gazebo (goa, bond)",0.5663104760000001
"artista (serious, philip)",0.5660257910000001
"god (violet, angel)",0.565815669
"fortress (holy, galicia)",0.565546786
"markt (bazaar, stalls)",0.565345568
"montgomery (jefferson, mississippi)",0.565173727
"am (vw, belgique)",0.5651491999999999
"atardecer (panoramica, luz)",0.565101163
"glace (eos350d, canonpowershot)",0.565082967
"barnsley (quebec, beam)",0.565027764
"streetlife (shibuya, summicron)",0.5646069539999999
"1959 (garage, cooper)",0.564474581
"120film (thebiggestgroup, gainesville)",0.56417365
"newcastle (adelaide, newsouthwales)",0.564054105
"institution (bone, institute)",0.563688149
"canoneos1000d (nikonflickraward, fz38)",0.5634867179999999
"chat (rojo, hunt)",0.5634476039999999
"autopano (valais, canonef70200mmf28lisusm)",0.563210023
"shoulder (jennifer, ipod)",0.562929969
"diningroom (livingroom, curtains)",0.5627839579999999
"monster (bucket, parts)",0.562180639
"poster (lomography, iphoneography)",0.5621701570000001
"gaudi (gare, canarywharf)",0.561997225
"doors (architect, allrightsreserved)",0.561783739
"acid (1750mm, gun)",0.561747099
"quays (salford, chine)",0.561735815
"gnd (hikers, paysages)",0.56163681
"entrada (ultrawideangle, arquitetura)",0.561542976
"wideopen (18200mmf3556gvr, unknown)",0.561482522
"tamron18270 (xprocess, monaco)",0.561415196
"dubrovnik (middleeast, andalusia)",0.561409322
"f (type, pic)",0.56112968
"bratislava (eindhoven, 1927)",0.560901536
"garland (maya, sandals)",0.56073942
"uniform (demonstration, arkansas)",0.560693821
"hilltop (scotia, bishop)",0.560655575
"tape (carpark, mesh)",0.560356079
"flooding (boundary, owen)",0.560206836
"bigsur (milford, pristine)",0.56000195
"stilllife (epson, luz)",0.559990172
"wandering (target, geoff)",0.559481668
"it (bow, theatre)",0.55926642
"designs (denim, expo)",0.559016266
"cybershot (angel, nikond60)",0.558938817
"muni (lightrail, urbanarea)",0.558783376
"greatlakes (dean, mapping)",0.558436329
"bow (mask, lion)",0.5584100670000001
"1900 (puppet, markers)",0.558400833
"chemical (nuts, fear)",0.558384949
"warming (sunsets, landschap)",0.558309719
"clark (omaha, streaks)",0.558275926
"everglades (natureza, albero)",0.557646264
"1957 (chrysler, 1963)",0.557363119
"sedan (owner, worldcars)",0.557310828
"gargoyle (smc, archway)",0.557249229
"alley (squareformat, m)",0.5571930420000001
"nd (icy, and)",0.557135464
"steampunk (colourartaward, wand)",0.55705801
"pared (muro, uruguay)",0.557024321
"tim (35, shooting)",0.5569174410000001
"multipleexposure (translucent, thechallengegame)",0.556834339
"samyang (m43, canonefs1022mmf3545usm)",0.556618917
"collapse (zug, cargo)",0.5564111389999999
"goose (snowy, smc)",0.556336109
"decatur (hardware, redbrick)",0.556331216
"storico (historique, toro)",0.556316113
"18105mmf3556gvr (rebelxsi, dreary)",0.555946238
"sacred (parc, statues)",0.555934945
"rocas (oceano, nordsee)",0.555598424
"vacaciones (cielo, fotografia)",0.555538871
"palazzo (piazza, beauxarts)",0.55542086
"cielo (nubes, paysage)",0.555251826
"throw (composite, 6)",0.555218374
"5 (all, northcarolina)",0.554961295
"backpacking (turkish, well)",0.554806671
"tarmac (freeway, 22)",0.554609759
"dedication (resource, lecture)",0.5545416710000001
"plum (5dii, chuck)",0.554487752
"lanka (sri, kerala)",0.554338502
"ditch (dike, echo)",0.554184264
"geel (pluie, ff)",0.554076365
"95 (roadway, signal)",0.554070851
"900 (65, pacificcoasthighway)",0.553980578
"headquarters (pedestrians, government)",0.553893165
"hotels (bluehour, colonial)",0.553664886
"ripples (lagoon, tranquil)",0.553661913
"tanker (cargo, rig)",0.553624254
"varsity (jumping, skate)",0.553429994
"adriatic (turkiye, dalmatia)",0.5533904829999999
"vacanza (urlaub, sicily)",0.553077876
"d7k (uwa, fir)",0.552537775
"arte (viaje, sol)",0.552415576
"19thcentury (architettura, register)",0.551968138
"scream (witch, pocket)",0.551949039
"arabic (artdeco, harry)",0.551663287
"object (objects, friday)",0.551576025
"mausoleum (nara, shah)",0.551341956
"kiwi (westernaustralia, montana)",0.5510635939999999
"foot (blond, relaxing)",0.551041902
"80 (ten, 80mm)",0.550939564
"drip (leg, canvas)",0.5509114589999999
"cosina (m6, postoffice)",0.550798209
"wicked (jamie, lol)",0.550796658
"malta (penang, queen)",0.550580036
"aberystwyth (ceredigion, gaze)",0.55036283
"mojave (outback, antlers)",0.550189946
"chris (michael, 20d)",0.5500965329999999
"montecarlo (monaco, sar)",0.550017484
"boot (atlas, tank)",0.549922128
"fukuoka (honshu, japon)",0.549816989
"essen (chi, frau)",0.548983479
"a1 (diesel, parkway)",0.54891779
"puddles (fences, skateboarding)",0.548817518
"northernireland (ulster, belfast)",0.548692479
"canong11 (takumar, om1)",0.5486395079999999
"leefilters (nationalforest, outcrop)",0.548468417
"bronze (plane, copper)",0.548456166
"blight (streetscape, trafficlights)",0.54812079
"canon5dmarkii (platinumphoto, mygearandme)",0.5481179860000001
"alameda (ri, auspctagged)",0.548106026
"tech (off, second)",0.548043657
"hare (northyorkshire, pancake)",0.547768511
"gingerbread (wreath, cupcake)",0.54766292
"lowersilesia (mine, forum)",0.5475608279999999
"jaipur (makro, siemreap)",0.547482378
"hunt (x, feathers)",0.547479514
"1960s (chrome, i)",0.547288065
"metromanila (df, manila)",0.547089353
"fortifications (fortification, artillery)",0.547070457
"1020 (3xp, eos400d)",0.5466815429999999
"2470l (geotoolgmif, lg)",0.54659792
"camerabag (tlr, pickup)",0.5464981760000001
"1967 (1956, buick)",0.546403138
"1986 (1981, centrum)",0.546267879
"constitution (1001nights, trust)",0.546208629
"roman (mosque, parc)",0.54609398
"stonewall (northshore, farmland)",0.545678116
"beaufort (madera, southport)",0.5454989610000001
"catalonia (catalunya, colores)",0.545335721
"arab (le, spanish)",0.545319149
"redlight (enter, chicagoillinois)",0.54517191
"owen (4th, g)",0.545073144
"louise (alice, devils)",0.5450202820000001
"oldtowndrafting (ticket, dart)",0.544994364
"tarn (naturereserve, keswick)",0.5448525710000001
"foveon (dp1, ed)",0.544808187
"animalplanet (naturewatcher, tiere)",0.544747525
"canonxsi (canonrebel, jefferson)",0.54453999
"coins (apps, sight)",0.544507027
"african (snake, cover)",0.544254186
"deserto (desierto, volcanic)",0.544192957
"trafficlight (streetscape, streetlight)",0.54414478
"bold (stickers, scanner)",0.543880653
"andy (sing, k)",0.543595964
"amphitheater (organ, amphitheatre)",0.54348551
"kitty (candy, kitten)",0.543461414
"equestrian (rally, nationalmonument)",0.543393162
"amanda (laura, jesse)",0.543101544
"scans (ar, olive)",0.54288018
"spiderman (journal, prize)",0.542659496
"venetian (veneto, riga)",0.542568336
"50mmf14 (blogged, lx3)",0.542549274
"1 (N/A, N/A)",0.542383698
"burlington (17, slidefilm)",0.542337444
"share (antiques, canoneosrebelt1i)",0.542288815
"metro (taxi, sidewalk)",0.5422176999999999
"buffet (strawberry, meal)",0.541914738
"bethlehem (quote, princeton)",0.541897334
"eco (global, environmental)",0.541861478
"peloponnese (southasia, phnompenh)",0.541712725
"geothermal (thermal, unionpacific)",0.541684067
"streetview (belgique, straat)",0.5416311570000001
"clinic (ward, socks)",0.541567594
"thunder (thunderbay, va)",0.541142722
"written (wroclaw, tainan)",0.541023089
"beirut (utility, lebanon)",0.54093287
"beef (meat, coke)",0.5406999570000001
"dumpster (lightpole, brickwall)",0.54030769
"bellagio (spectacle, coffeehouse)",0.540305678
"champions (tournament, trophy)",0.540259554
"baustelle (classics, bandw)",0.539853492
"carro (coche, rs)",0.53982571
"shining (straight, photostream)",0.5395175999999999
"blog (sunday, scan)",0.539236959
"mulher (homme, bologna)",0.539161325
"manualfocus (lx3, processed)",0.539155552
"waste (behind, polska)",0.539065922
"built (pavement, curve)",0.53889825
"altar (churches, fresco)",0.5388743220000001
"greenhouse (tumblr, toilet)",0.538770285
"perspektive (noord, vanishing)",0.538749458
"apache (infocus, wallstreet)",0.538651894
"joke (800, laughing)",0.5386184820000001
"drummer (concerts, brussels)",0.53832829
"1936 (belgrade, longislandcity)",0.538222901
"if (size, never)",0.538073285
"warner (terror, native)",0.538064741
"dried (throughtheviewfinder, vast)",0.538022168
"prime (standing, random)",0.537910421
"blades (grasshopper, painterly)",0.537896013
"spinning (graphics, dave)",0.53786561
"southwales (uwa, northyorkshire)",0.537770856
"hide (creatures, prey)",0.5377526229999999
"2nd (21, block)",0.53774523
"beauxarts (pedestrians, classical)",0.53769293
"butler (ne, topaz)",0.537570312
"culinary (marion, cusco)",0.537530288
"invierno (nieve, espagne)",0.537403779
"midwestern (37, missing)",0.537382192
"alaska (float, heaven)",0.537312799
"57 (renault, sportscar)",0.53717606
"gregory (paloalto, six)",0.5369006470000001
"stockport (greatermanchester, huddersfield)",0.5368532770000001
"expression (posing, standing)",0.536844735
"short (bikini, m)",0.5367737029999999
"highstreet (saintpaul, streetlamp)",0.536720159
"on (twin, 6)",0.536673808
"journey (aplusphoto, flickraward)",0.5366702729999999
"crow (dragon, death)",0.536659
"1976 (1963, watertower)",0.5365210260000001
"feast (capecod, lakedistrict)",0.5363198060000001
"potomac (jasper, thoughts)",0.536315474
"chicken (meat, bottles)",0.53627917
"bliss (hbw, silent)",0.536243829
"ttc (greater, lamppost)",0.5362285210000001
"cards (oil, atmosphere)",0.5361987579999999
"islande (islanda, eos40d)",0.536110204
"falcon (porsche, pilot)",0.536017944
"4s (om, badge)",0.536014384
"gelb (cane, other)",0.536009273
"cubism (canoneos1000d, samyang)",0.535980991
"forsale (summicron, pammorris)",0.53589259
"mysterious (solitude, tones)",0.535596167
"agency (mercedesbenz, audio)",0.53553514
"northvancouver (harsh, atlanticocean)",0.535514927
"ale (tags, edward)",0.535490385
"architektur (stairway, gimp)",0.535264483
"hail (rails, crime)",0.535222845
"pakistan (backpacking, safari)",0.535197523
"wroughtiron (pillars, handrail)",0.535018927
"tainan (symbols, laughing)",0.534915099
"93 (motors, bp)",0.534899519
"250 (turbo, g12)",0.534872837
"1855mmf3556gii (digitalrebel, ba)",0.5347399279999999
"milkyway (startrails, tahoe)",0.534719166
"decline (dusty, conversion)",0.534608668
"falmouth (eire, sa)",0.534509021
"decoration (elegant, unique)",0.5344091329999999
"mp (curitiba, arbres)",0.534281211
"relaxation (buddha, convention)",0.534098461
"downs (hertfordshire, mapping)",0.533803294
"historia (catedral, dsc)",0.533400534
"3000 (crawford, 1984)",0.533250435
"step (paul, marble)",0.533174997
"monotone (beams, 10mm)",0.533156879
"venezia (belgique, brittany)",0.533095682
"laboratory (mid, ward)",0.53308794
"scrub (f16, avian)",0.533086328
"gf1 (superia, 1750mm)",0.533005469
"moto (rider, fans)",0.5329907220000001
"topless (yashica, bare)",0.532947831
"toycamera (nikond300, 35mmfilm)",0.532865852
"denver (minneapolis, williams)",0.532686766
"flughafen (gelb, jets)",0.532613531
"christmastree (decorations, districtofcolumbia)",0.532584098
"batiment (capitale, lombardia)",0.532396075
"order (stranger, venezia)",0.532360776
"helsinki (suomi, sverige)",0.532297799
"76 (johnson, luces)",0.5320375270000001
"devil (rubber, venezuela)",0.5319120479999999
"sex (cover, naked)",0.531762817
"estatua (statua, turchia)",0.5316810829999999
"cerro (rafael, asturias)",0.5316717129999999
"inscription (engraving, obelisk)",0.531650662
"globetrotter (worldtraveler, rtw)",0.531584658
"drawbridge (sonycybershot, ticino)",0.531314666
"mountainrange (vast, caterpillar)",0.531208656
"dorf (orthodox, kleur)",0.530859972
"four (cellphone, series)",0.5308505920000001
"airforce (aircraft, boeing)",0.530806057
"3exp (ultrawide, skylight)",0.530777316
"rebelxsi (d100, s5)",0.530771966
"dresden (belgique, licht)",0.530688267
"views (above, scottish)",0.530508684
"360 (electric, efs)",0.5304413170000001
"savannah (pride, turtle)",0.53034008
"advertisement (ad, billboard)",0.530150068
"finnland (kodachrome, konicaminolta)",0.5300578029999999
"botanic (leafs, conservatory)",0.529985811
"archive (campbell, deco)",0.529973603
"quayside (markusmoning, former)",0.529961496
"reisen (palermo, antwerpen)",0.5297462270000001
"celebrity (suisse, buenos)",0.52968803
"wiltshire (baum, native)",0.52967905
"behind (last, straight)",0.529665003
"lobster (seafood, milk)",0.529639995
"salmon (cut, baker)",0.529484325
"altitude (montagna, freestyle)",0.529466059
"cairns (keith, jeff)",0.5294037739999999
"polished (monterrey, newyear)",0.528793483
"carlsbad (mirage, tokina1116)",0.528738474
"cobra (exposition, belgique)",0.528534042
"grind (bmx, graf)",0.5285185920000001
"125 (porsche, corvette)",0.528475458
"july4th (memorialday, fourthofjuly)",0.528428907
"faro (catalogne, seals)",0.52835093
"iraq (russian, instruments)",0.52826362
"contact (last, lynn)",0.5278877
"cousin (rebecca, grandpa)",0.5277827979999999
"hound (boxer, hund)",0.52775099
"athlete (win, vermont)",0.527483585
"manual (puddle, explored)",0.527328858
"court (phoenix, dome)",0.527250775
"apartment (denver, geometry)",0.527209995
"trek (rainforest, log)",0.527187714
"arlington (cellphone, flags)",0.52714864
"60s (pc, sofa)",0.527073418
"ektar100 (banc, nocturne)",0.527059753
"hut (fantastic, colorphotoaward)",0.52702304
"fujichrome (tank, blackwhitephotos)",0.526944023
"australasia (om10, herowinner)",0.5269394470000001
"year (2004, nikond700)",0.526903574
"oldtown (stadt, venice)",0.526727346
"lisbon (scandinavia, canoneos5dmarkii)",0.5266673129999999
"disco (artists, blond)",0.5265909120000001
"patina (fallen, civilwar)",0.526516338
"corrugated (grime, scratch)",0.526512945
"dennis (graphics, 1870mmf3545g)",0.526249765
"homemade (milk, humor)",0.5261016239999999
"amore (amour, byn)",0.526048851
"crawford (canonpowershots90, lakedistrict)",0.526040465
"shrubs (haze, shrub)",0.525809608
"litter (rubbish, barrier)",0.525797538
"fridge (cane, berry)",0.525718229
"administration (spaceship, justice)",0.525671931
"grasslands (lonesome, stillness)",0.5253232320000001
"deep (see, snap)",0.525173869
"districtofcolumbia (brussels, iphone4s)",0.525153553
"gondola (ecosystem, veneto)",0.5249910560000001
"camel (crown, tank)",0.524932937
"perak (northisland, flamingo)",0.524822303
"dundas (canonef1740mmf4lusm, leyland)",0.524672486
"birch (pair, freeze)",0.5246278670000001
"35 (t1i, puddle)",0.524504879
"fingers (ink, mouth)",0.524478874
"condo (condominium, promenade)",0.524336055
"cracks (behind, stuck)",0.5243265779999999
"2002 (suomi, carl)",0.52408467
"cod (dolphin, ethnic)",0.524084558
"upperpeninsula (cabbage, homer)",0.52394853
"barrier (distance, rails)",0.523880708
"p (right, stanley)",0.5237569089999999
"sfo (mirrored, gare)",0.523528664
"puglia (tunisia, italie)",0.52337816
"fotografia (verde, catalunya)",0.5232350579999999
"camp (daniel, seven)",0.5231653860000001
"jewish (jesus, jerusalem)",0.523010976
"istanbul (praha, prague)",0.522943496
"a77 (baum, cinematic)",0.522942743
"dean (bob, craig)",0.522920556
"cascades (tundra, prey)",0.522856591
"escocia (scozia, schottland)",0.52279614
"14 (d, sunglasses)",0.522795835
"barrels (silos, tanks)",0.522795467
"topf50 (translucent, photooftheday)",0.522784913
"rosa (el, rojo)",0.5226423720000001
"lombardia (colourartaward, ilustrarportugal)",0.5226058179999999
"whitney (mojave, f22)",0.522581308
"getty (500d, xsi)",0.522550297
"atlanta (northcarolina, orlando)",0.522540792
"mitsubishi (renault, porsche)",0.522502295
"bengal (westbengal, common)",0.5224360720000001
"bosque (sicilia, amphibian)",0.5222715
"nightview (stad, citycentre)",0.522252426
"antico (denkmal, historisch)",0.5222054629999999
"nicole (flames, erin)",0.522202917
"foster (kitlens, blurred)",0.5221348060000001
"1970s (five, maine)",0.522022648
"ball (playing, feet)",0.521918575
"7th (80s, lebanon)",0.5218605820000001
"buddha (parc, expo)",0.521809499
"pol (paved, topf100)",0.521778807
"casio (trix, suomi)",0.521654443
"frankfurtammain (bahrain, tramway)",0.5216162320000001
"fade (cinematic, xs)",0.521582342
"excellent (mai, native)",0.521549956
"vanishing (posts, cumberland)",0.5214473079999999
"1785 (geo, autos)",0.521431348
"champs (coach, volleyball)",0.52139511
"cor (hombre, con)",0.521312705
"tongue (sleeping, nose)",0.521263954
"foods (pancake, ipod)",0.521226272
"powerful (vapor, colore)",0.521173576
"exhibition (da, x)",0.521147878
"poplar (railways, gelb)",0.521139344
"crazy (good, singer)",0.521120945
"45 (li, freight)",0.520933186
"bigcity (offices, convention)",0.520850017
"aquitaine (antiguo, alsace)",0.52080414
"zonsondergang (lucht, sal)",0.520794125
"chelsea (brussels, m)",0.5206587979999999
"caballo (cheval, groups)",0.520658344
"trenton (jasper, salisbury)",0.520619501
"friedhof (hm, denkmal)",0.520610354
"vakantie (openair, jaune)",0.520602854
"gay (redhead, carnival)",0.520589824
"duna (tourismus, animalplanet)",0.520541637
"afrika (zebra, foundation)",0.520531826
"gambling (numbers, celebrate)",0.520497993
"ciel (catalunya, mygearandme)",0.520496197
"vatican (jerusalem, dom)",0.520435551
"denoise (adjust, insel)",0.520406401
"glacial (wasp, erosion)",0.520345415
"1994 (carl, winner)",0.520336397
"dishes (kitsch, crown)",0.520329466
"angel (violet, god)",0.520308928
"18105 (excellent, wing)",0.520122271
"1968 (pioneer, automotive)",0.520008519
"atlantis (palmsprings, belgrade)",0.519985281
"f8 (os, eos350d)",0.519982996
"usc (fullframe, geneva)",0.519915939
"wildflower (wildflowers, y)",0.519859582
"41 (vanishing, 88)",0.519853747
"breakwater (fin, ak)",0.51980356
"br (zug, dump)",0.519787868
"claw (straw, ears)",0.519624697
"openspace (conflict, geography)",0.51955779
"ethan (summer2010, sunflowers)",0.519512809
"grancanaria (plage, blurred)",0.519417638
"ambient (adam, porn)",0.51941658
"surface (cap, shape)",0.519414025
"ourdailychallenge (instant, cs5)",0.519410727
"ceremony (unique, marriage)",0.519330729
"cheshire (derbyshire, westyorkshire)",0.519265823
"1740l (subaru, audi)",0.519117429
"alton (botanicalgarden, petra)",0.519105555
"cops (e6, u)",0.518987153
"resorts (wealth, comfort)",0.518948755
"oldfashioned (streetlife, shutters)",0.5188523970000001
"decker (buses, authority)",0.518820351
