,0
"skylight (ceiling, stair)",0.8490480340000001
"superbmasterpiece (platinumphoto, i500)",0.847579702
"viewing (reflecting, birdofprey)",0.846440581
"madera (bois, do)",0.845893798
"fenetre (janela, finestre)",0.8453781220000001
"andreas (danny, kat)",0.844433523
"amanda (n95, balloons)",0.843837238
"boxes (bags, mess)",0.843158909
"cover (series, l)",0.843130298
"aluminium (glas, dutch)",0.8426754470000001
"highlands (peak, namibia)",0.8423689190000001
"aberdeen (kitlens, fife)",0.841408335
"fa (32, pace)",0.841008034
"ukraine (canoneos5dmarkii, himmel)",0.8406276579999999
"jan (jay, nov)",0.8405939440000001
"formula (audi, at)",0.8404977379999999
"harvey (chdk, hometown)",0.839386367
"snowy (snowing, icy)",0.8381196059999999
"windmills (windfarm, windmill)",0.837261571
"aichi (regent, freezing)",0.8351660120000001
"65 (on, 24)",0.834973266
"canoneos500d (40mm, redcyan)",0.833324007
"distritofederal (df, mexicocity)",0.832418452
"do (negro, blanco)",0.832155515
"views100 (moo, views50)",0.8320916629999999
"pick (muskegon, e500)",0.830440547
"dreams (behind, portraits)",0.830401877
"wfc (reala, aficionados)",0.830337346
"amsterdam (scout, camping)",0.8278359259999999
"auditorium (theatre, institute)",0.8269980509999999
"chicks (psp, migration)",0.8267763290000001
"fiat (roadster, ferrari)",0.826661795
"hsm (r72, steven)",0.8266108440000001
"24mm (kitlens, gimp)",0.826395455
"dry (wolken, orton)",0.825579945
"grange (thebestofday, lothian)",0.825233352
"babe (lips, glamour)",0.82514729
"metro (corps, hero)",0.823642477
"mallard (waterfowl, wetlands)",0.823148898
"gimp (nikond300, challengeyouwinner)",0.822777784
"banc (pessoas, everyday)",0.822069165
"flooded (bianconero, stones)",0.8218767459999999
"signals (negative, lyrics)",0.820999227
"gradeiilisted (towerhamlets, merseyside)",0.8203140870000001
"potomac (suspended, montgomery)",0.8201205640000001
"au (d100, rosario)",0.820112636
"pastel (warmth, fluffy)",0.8194441570000001
"adelaide (southaustralia, perth)",0.8183324270000001
"budweiser (jimmy, canonef1635mmf28liiusm)",0.817452086
"holly (anne, award)",0.816710026
"klingon65 (canoneosrebelt1i, subway)",0.816479941
"wealth (finance, wealthy)",0.8163407659999999
"photographers (saturated, dx)",0.816263263
"polariser (kartpostal, canonef1740mmf4lusm)",0.816151332
"autopano (sonyalphadslra200, rood)",0.815470783
"dragon (frog, tiger)",0.815089038
"munster (michaels, have)",0.8140714259999999
"humid (arbor, magichour)",0.813450497
"heads (stupid, f12)",0.813183641
"hazard (feel, 90mm)",0.8126717109999999
"blooming (blooms, petals)",0.8118455379999999
"nancy (phil, alex)",0.811756923
"gibraltar (solent, ferrari)",0.810303335
"lorry (heavy, tyre)",0.8102732559999999
"istanbul (citylife, mosaic)",0.809709261
"washing (wash, saturation)",0.809102225
"vote (republican, political)",0.8080624809999999
"stark (birthday, desolate)",0.8076472440000001
"25 (13, 35)",0.807219682
"cobbles (cobblestone, route)",0.806035497
"blog (multiple, arts)",0.8054396779999999
"cakes (63, brothers)",0.805084183
"bluffs (canons3is, ilovenature)",0.80379167
"forsale (sale, portfolio)",0.803784133
"diamond (company, gt)",0.8035740090000001
"superior (standard, touch)",0.803544025
"nightmare (terror, fear)",0.80342708
"bb (sam, bedandbreakfast)",0.80300251
"29 (07, 12)",0.802891932
"t2 (v700, thompson)",0.8024523290000001
"kodaktrix400 (kat, 55mm)",0.802123521
"haunted (spooky, eerie)",0.8019571040000001
"blu (eos400d, blackwhitephotos)",0.8012657129999999
"johnny (greg, jason)",0.801180045
"chick (lol, weird)",0.799950625
"tz5 (griffith, geo)",0.7995200440000001
"adriatic (dalmatia, fishingboat)",0.7982491540000001
"sue (bryan, sarah)",0.798162735
"where (scanner, ian)",0.797963058
"beat (punk, noah)",0.7976167470000001
"keswick (lakedistrict, contrejour)",0.797146826
"tim (tom, andy)",0.7969758990000001
"ceredigion (aberystwyth, please)",0.796669252
"beck (cole, automne)",0.7955565370000001
"cascades (cascade, dubai)",0.7953976159999999
"log (logs, driftwood)",0.7952445770000001
"automotive (mercedesbenz, porsche)",0.7952135229999999
"finland (a200, topv111)",0.794421189
"eclipse (70, m3)",0.79428113
"visitor (douglas, heroes)",0.794171328
"shah (glory, fleurs)",0.7940987290000001
"cs2 (things, nova)",0.7939285490000001
"eddie (simon, ted)",0.7936846120000001
"casual (boyfriend, blueeyes)",0.793253177
"designer (flor, virtual)",0.7931735120000001
"tyskland (allemagne, cybershot)",0.792880667
"by (bos, panneau)",0.792374705
"seville (sevilla, lombardy)",0.792301404
"gent (ghent, x)",0.791467068
"westerncape (rj, canon550d)",0.790511504
"ngc (nohdr, f28l)",0.79017495
"lead (cc, days)",0.78995087
"dj (bands, punk)",0.7898790290000001
"horseshoe (megan, ledge)",0.789548696
"1983 (1974, decker)",0.789175877
"poor (poverty, documentary)",0.7881615809999999
"agricultural (tractor, farming)",0.7878012390000001
"backpack (backpacker, read)",0.787055215
"espoo (max, hongrie)",0.7864860459999999
"canoneos (tennessee, interestingness)",0.7863727009999999
"buck (wildflower, raptor)",0.78530289
"concerts (instrument, solo)",0.785230847
"feminine (skinny, toes)",0.785160237
"expiredfilm (35mmfilm, toycamera)",0.7848576709999999
"thinking (think, around)",0.7843874909999999
"blanket (kitten, canine)",0.78388573
"sale (buy, forsale)",0.783663427
"decline (gloom, boarded)",0.782713953
"1956 (1966, s)",0.7815292429999999
"irvine (oc, huntington)",0.781285827
"sleepy (tired, parents)",0.781277117
"peach (floral, sweet)",0.780827797
"athletic (mens, athlete)",0.780129637
"wonderful (breathtaking, heaven)",0.780100667
"f3556g (18200mmf3556g, canonefs1785mmf456isusm)",0.7797183109999999
"comida (eat, verano)",0.7796915609999999
"oro (thisphotorocks, paseo)",0.779519393
"westvillage (greenwichvillage, soho)",0.779098767
"canonef50mmf14usm (2470mm, snapshot)",0.7780356690000001
"reconstruction (paving, midday)",0.7774596709999999
"mile (arthur, flickrlovers)",0.7770706479999999
"lensflare (goldenhour, windy)",0.776880492
"banksy (whitehall, skateboarding)",0.77632356
"spy (500x500, moi)",0.775861237
"garland (valentine, christmastree)",0.7757442959999999
"toby (g7, anthony)",0.7756146540000001
"abbey (gardens, cumbria)",0.775309247
"hail (blauw, nz)",0.775233196
"nemo (ozean, weltkulturerbe)",0.7749863770000001
"dive (scuba, swim)",0.7747205690000001
"final (vincent, experimental)",0.774345194
"900 (true, 737)",0.7741566409999999
"castiron (artnouveau, corinthian)",0.772984146
"lavender (sunflower, petals)",0.772689526
"ellis (yankee, mario)",0.7722467759999999
"toddler (sister, father)",0.771806291
"su (fz7, grin)",0.771493355
"violet (drops, x)",0.770878976
"works (diesel, standard)",0.770664297
"restaurants (bistro, lobster)",0.770377935
"brabant (sneeuw, fotografie)",0.77024699
"desktop (commons, gargoyle)",0.770145497
"prize (flyer, aero)",0.7699360390000001
"80s (now, 70s)",0.769817125
"ripples (ripple, sunbathing)",0.7696484
"plate (pepper, spoon)",0.7688918809999999
"age (third, cc)",0.7685238940000001
"fp4 (nokton, rolleicord)",0.7678938940000001
"dailyphoto (nikkor50mmf18, superia)",0.767747848
"lots (munster, many)",0.7675149640000001
"glasgow (newcastle, dublin)",0.767420705
"share (z, valentine)",0.767255068
"manualfocus (40mm, rolleicord)",0.767100208
"marco (do, negro)",0.76708053
"processing (topaz, medium)",0.767024638
"artists (arts, models)",0.7665894040000001
"70200mmf28gvr (40150mm, rightsmanaged)",0.766372133
"geneva (suisse, seat)",0.7662910140000001
"brugge (bruges, hccity)",0.766061652
"veracruz (mario, caribe)",0.7656225
"baseball (fake, stadium)",0.765587499
"alamo (newyorknewyork, banff)",0.7652955640000001
"jon (stephanie, fred)",0.76522759
"chiesa (monumento, marche)",0.763965498
"acid (1740, stupid)",0.7638308140000001
"survival (challenge, ultra)",0.762978565
"underconstruction (landscaping, trump)",0.76293389
"architects (renovation, modernism)",0.762699435
"majestic (waterscape, 50faves)",0.7623954759999999
"sarah (sister, rachel)",0.762378232
"borneo (tamilnadu, f3556)",0.761797059
"plane (richmond, hanger)",0.761712915
"mesh (rectangle, corrugated)",0.761582506
"native (raptor, beetle)",0.761188
"austin (calm, murcia)",0.7604437820000001
"wooded (tranquil, seasons)",0.7602867759999999
"eating (eat, stare)",0.760062804
"photomatixpro (dry, 3exp)",0.7598227190000001
"1977 (43, utca)",0.75964779
"landmarks (arches, monuments)",0.7592665679999999
"openspace (shining, together)",0.75873121
"saskatoon (saskatchewan, winnipeg)",0.75847713
"catch (chica, spit)",0.75844003
"castello (aquitaine, schloss)",0.7574235220000001
"cumberland (bedford, 1996)",0.7572917690000001
"castilla (piedra, historia)",0.756886168
"bosco (arbol, azzurro)",0.756761672
"fleur (fleurs, soleil)",0.7560734179999999
"cab (ave, volvo)",0.7558184259999999
"cybershot (i500, canoneos30d)",0.75571828
"isolation (postcard, loneliness)",0.755627736
"lookingup (daylight, 40mm)",0.755072257
"iso1600 (om1, agfa)",0.7548733390000001
"ibiza (baleares, sardinia)",0.7544634929999999
"alemanha (niemcy, juni)",0.7542958409999999
"eisenbahn (bahn, zug)",0.754071875
"beautyinnature (scenics, tranquilscene)",0.753766885
"developed (schwarzundweiss, blancetnoir)",0.7537405220000001
"stairwell (stair, skylight)",0.752310522
"twitter (challengeyouwinner, sarah)",0.751770743
"lagos (get, f4l)",0.7514565040000001
"invierno (nieve, minoltaamount)",0.750783815
"eingang (escalier, duke)",0.750757388
"montgomery (motown, louis)",0.750753056
"msu (cornell, trashcan)",0.750658368
"bmw (mercedes, mercedesbenz)",0.750612223
"jeans (shirt, skirt)",0.750428506
"centercity (sanfranciscocounty, embarcadero)",0.7496599359999999
"boot (barco, wasser)",0.7491148470000001
"islande (dalmatia, fjord)",0.7487014609999999
"gnd (scenicsnotjustlandscapes, foreground)",0.748421585
"edible (blooming, chick)",0.748284802
"volcano (crater, andes)",0.748120838
"eastbay (northerncalifornia, sanfranciscobayarea)",0.7475830529999999
"baltic (balticsea, blau)",0.747378433
"favorite (coolpix, 2470mm)",0.7468297559999999
"belgica (saxony, kultur)",0.74635907
"canonpowershot (canoneos500d, 300d)",0.7463562020000001
"looking (standing, watching)",0.7458929120000001
"blossom (petals, bloom)",0.745092423
"faved (16mm, cricket)",0.7437592890000001
"minas (soledad, toning)",0.743479045
"flow (veil, rapids)",0.7419287440000001
"beans (cook, kodachrome)",0.741817417
"4x5 (novideo, manipulated)",0.741727968
"mojavedesert (fl, mojave)",0.7414349809999999
"folk (cs3, ross)",0.7412619890000001
"frau (schwarz, fille)",0.7409089409999999
"unfinished (gary, 1986)",0.740509517
"zurich (uppsala, stockholm)",0.74045615
"ni (tomparnell, itmpa)",0.74025335
"burlesque (acre, lesbian)",0.7396707220000001
"ant (spiders, hsm)",0.739290353
"jc (sanmateocounty, mama)",0.73853534
"li (photofaceoffwinner, 450)",0.738054622
"present (idea, brothers)",0.7379114640000001
"airplane (20, d40x)",0.737538767
"ambulance (emergency, volunteer)",0.73658291
"jess (jessica, will)",0.736553108
"hokkaido (1993, snowing)",0.736258665
"vereinigtestaaten (staaten, eua)",0.735377735
"kenya (tanzania, colombia)",0.7349107229999999
"passion (desire, effect)",0.734769716
"couleurs (canoneos450d, soe)",0.73458483
"dubrovnik (frenchriviera, cotedazur)",0.734452482
"marielaureeven (1685mm, coucher)",0.734333072
"antiquity (anticando, piedmont)",0.734110515
"prato (baum, erba)",0.7332614540000001
"on (a, eight)",0.733207662
"resorts (balcon, sheraton)",0.73312852
"arabia (saudi, incredible)",0.7330216390000001
"hostel (18135mm, break)",0.732887119
"mann (zon, vermelho)",0.732742448
"mystery (mysterious, hidden)",0.7325436390000001
"beads (fabric, necklace)",0.732339525
"campagna (straw, pastoral)",0.732305109
"tv (urbandecay, mono)",0.731769275
"campground (log, cedar)",0.731542535
"milk (medium, sugar)",0.73146166
"philippines (mount, lincolnshire)",0.731072785
"evan (melissa, noah)",0.7305348859999999
"christmastree (10millionphotos, balloons)",0.7302268
"bakersfield (fresno, grapevine)",0.730140247
"cusco (cuzco, inca)",0.72945308
"hydepark (hyde, raindrops)",0.729315218
"mixed (4s, fav)",0.7290459159999999
"dutch (gelb, stockholm)",0.728856017
"metromanila (manila, westend)",0.728650065
"farmhouse (oldhouse, rug)",0.728134959
"sardinia (sardegna, sombras)",0.7280055999999999
"mental (fear, eerie)",0.727542072
"ale (47, tavern)",0.7275291509999999
"defunct (nederland, former)",0.727460112
"batonrouge (baton, cincinnati)",0.727295611
"blade (flour, zeeland)",0.7272668259999999
"toscane (toskana, mystical)",0.7267543129999999
"50mmf18 (50mmf14, ann)",0.726546475
"marokko (medina, marruecos)",0.726378277
"richard (iii, cake)",0.726272734
"28135mm (take, bobby)",0.7257196840000001
"mission (cemetary, impossible)",0.7253374770000001
"peloponnese (byzantine, sights)",0.725061411
"flute (language, thought)",0.7244334790000001
"ciel (himmel, bleu)",0.7243845059999999
"repeat (minimalist, gradient)",0.72396573
"d5000 (k200d, hdraward)",0.723599491
"bangalore (westbengal, est)",0.723474163
"climatechange (globalwarming, hydro)",0.7233446370000001
"zonsondergang (rivier, windmills)",0.7231774870000001
"customs (order, 37)",0.7221203
"duty (brigade, medal)",0.722003724
"3d (mini, l)",0.72183077
"palermo (telaviv, olympia)",0.7217452790000001
"evanston (upperwestside, g11)",0.7213713409999999
"laugh (newyear, together)",0.720731132
"dartmouth (framing, modernart)",0.720614457
"wonder (fantastic, bronze)",0.720482911
"elsalvador (where, mexiko)",0.720405229
"swan (crow, geese)",0.7200478309999999
"buckinghamshire (hertfordshire, bedfordshire)",0.719377484
"fla (eyefi, orleans)",0.719236917
"metroplex (urbanarea, metroarea)",0.7192043490000001
"beard (father, cutout)",0.7190936109999999
"313 (motown, coke)",0.718288103
"nightime (slowshutterspeed, bluehour)",0.7181819629999999
"mike (kevin, tony)",0.718107183
"1997 (a300, 15)",0.717981445
"davidson (harley, cooper)",0.7176309809999999
"ornate (decorative, ornament)",0.717525168
"aerialphoto (windmills, aerialview)",0.7171306959999999
"register (adams, ipad)",0.7165279170000001
"twins (wednesday, necklace)",0.716306969
"puddle (tilt, nikond40)",0.716113185
"alumni (grad, myrtle)",0.715993325
"multipleexposure (cores, 100v10f)",0.71581891
"d3s (canon7d, canoneos1000d)",0.715704225
"civilization (forms, forum)",0.71557957
"candles (funeral, wish)",0.7153904999999999
"pavement (streetlight, streetlamp)",0.715171757
"trick (boyfriend, fave)",0.7150484359999999
"potsdam (twop, saxony)",0.7149922670000001
"crete (rhodes, canoneosdigitalrebelxt)",0.7149049909999999
"today (farbe, photoshopped)",0.71478091
"chihuahua (sit, sleepy)",0.714625829
"b (l, max)",0.71452915
"banks (gulls, 1260mm)",0.714455885
"topf50 (weg, galerie)",0.714082575
"caracas (curitiba, digitalrebel)",0.7137831029999999
"sonnenuntergang (sonne, wolken)",0.713483995
"homer (jamestown, adam)",0.713460717
"kultur (belgica, 1755)",0.713150849
"markings (staring, overhead)",0.7131305809999999
"gorse (fly, moor)",0.712914281
"des (1st, in)",0.7128162990000001
"bass (drums, tom)",0.711993421
"mercedesbenz (mercedes, bmw)",0.7119681390000001
"entrada (palma, totallythailand)",0.7119377020000001
"branco (preto, pessoas)",0.711830957
"governor (commission, president)",0.711818224
"symmetry (geometric, railing)",0.7116368740000001
"jazz (dancing, grin)",0.711096285
"icicle (inverno, raymond)",0.710964093
"perspektive (farbe, lampe)",0.710816679
"crucifix (religious, convent)",0.7100085070000001
"corrugated (mamiya, chimneys)",0.709994118
"diafine (canoneosdigitalrebelxti, instant)",0.709395709
"runway (tossmeanote, commercial)",0.709357756
"es (digitalrebel, foreground)",0.7092269259999999
"asie (ho, viaggio)",0.708749764
"ear (hund, 70300)",0.7085302379999999
"apron (tights, customer)",0.7084997390000001
"doors (peinture, fame)",0.708459895
"buddha (hinduism, inde)",0.7081770479999999
"die (alien, kunst)",0.708060323
"spill (bottle, leak)",0.707936693
"painterly (impressionist, cloudysky)",0.707815619
"milan (lyon, milano)",0.707729698
"doe (bluffs, bugs)",0.707595475
"bn (bianco, nero)",0.7075500029999999
"canong7 (m42, 1224)",0.7072079520000001
"aegean (crete, seascape)",0.706864796
"sacred (holy, religious)",0.706623124
"anchorage (diptych, dailyphoto)",0.7065180609999999
"guadalajara (entrada, santiago)",0.706333689
"province (far, ixus)",0.706193473
"bmx (velo, biker)",0.706122102
"clothing (clothes, jacket)",0.70579856
"basement (stool, 2470l)",0.705788017
"arrival (ticket, departure)",0.705647107
"boots (shirt, jeans)",0.705447242
"eos350d (photofaceoffwinner, pfogold)",0.705431782
"mining (coal, copper)",0.705151643
"fairytale (paths, petal)",0.705043616
"polen (polonia, pologne)",0.705031912
"buddy (smiles, molly)",0.704919957
"latinoamerica (colonia, analogic)",0.70463841
"2470l (80mm, rollei)",0.7046197540000001
"beauxarts (artnouveau, architecturaldetail)",0.7042011140000001
"blossoms (petals, blossom)",0.704160615
"favorites (unedited, orton)",0.703987595
"welcomeuk (northsea, aberdeenshire)",0.703555594
"catalunya (catalonia, espanya)",0.703457415
"fortifications (fortification, fortress)",0.703415659
"ballard (bostonist, norcal)",0.703017255
"embankment (shard, cyclist)",0.7029163970000001
"cameron (strike, newbrunswick)",0.7028375440000001
"rifle (pole, gun)",0.7028347709999999
"lightbulb (bulb, mask)",0.702758659
"riodejaneiro (ombra, lovers)",0.7024597990000001
"hotrod (roadster, automotive)",0.702409625
"d7k (fa, s5)",0.7024076579999999
"citylife (streetlamp, streetlight)",0.702130083
"washingtondc (districtofcolumbia, denver)",0.702078302
"baie (bretagne, como)",0.701993531
"egypt (tunisia, cairo)",0.70182944
"gravity (monroe, em)",0.70178613
"flyer (true, duo)",0.701676418
"kitty (kitten, sister)",0.701432541
"naked (nude, sex)",0.701398193
"rim (toyota, 1950)",0.6998948209999999
"behind (dreams, cutout)",0.69983801
"apartment (homes, contemporary)",0.699392991
"crop (filter, sharp)",0.699254425
"straightoutofcamera (rolleicord, willamette)",0.698763522
"glace (regent, soleil)",0.6987006590000001
"stacked (l, cups)",0.6985761979999999
"campo (campagna, tierra)",0.698483819
"kennedy (f8, 1998)",0.698450915
"johnson (9, jefferson)",0.6981107520000001
"newbrunswick (cameron, falmouth)",0.697840232
"goldengate (goldengatebridge, f18)",0.69754401
"canonefs18135mmf3556is (lowersilesia, munchen)",0.6971031040000001
"walter (fb, 1992)",0.696902155
"appalachian (overlook, ut)",0.696636461
"erin (mamluke, sisters)",0.696541196
"antico (languedocroussillon, naples)",0.696291652
"ttc (patrickjoust, blancetnoir)",0.6962406859999999
"dolphin (aquarium, whale)",0.696044749
"breeze (warmth, jetty)",0.695999722
"karst (boulders, rocas)",0.6959893540000001
"chief (15, toyota)",0.6959547979999999
"shining (flare, windy)",0.695163524
"oval (rings, palermo)",0.695162623
"conifer (squirrel, fir)",0.6951570140000001
"aeroplane (stripes, aircraft)",0.694528044
"citylights (streetlamp, slowshutter)",0.694458252
"burnaby (metrovancouver, lookingdown)",0.6942430509999999
"meal (breakfast, soup)",0.694197517
"antlers (oliver, psp)",0.6941934809999999
"chickens (fencing, shack)",0.694160784
"branding (brand, lakefront)",0.694134438
"leith (tate, lipstick)",0.6938431970000001
"charlie (taken, noah)",0.693471582
"atlas (norway, bomb)",0.6934355529999999
"burner (uc, mass)",0.693378233
"gown (bride, hands)",0.693155339
"thisphotorocks (photomatrix, duna)",0.69288786
"advertisement (ad, ads)",0.692443039
"avion (beau, pilot)",0.6923221759999999
"petra (reef, granite)",0.692209773
"55250mm (70300, e520)",0.6922025270000001
"stonewall (crooked, marincounty)",0.6917929309999999
"leather (c, sofa)",0.691783279
"bush (f16, buggy)",0.691633119
"short (desire, blond)",0.6912290759999999
"innovation (learning, education)",0.691073822
"austintexas (albany, 3652011)",0.690794688
"britannia (danish, era)",0.690790107
"glacial (peaks, snowcapped)",0.690691728
"crater (volcano, planet)",0.690656915
"autoportrait (contraste, ritratto)",0.690503102
"coth (coth5, 10faves)",0.690380606
"astoria (dumbo, canonef50mmf18ii)",0.6903573040000001
"rainyday (busstop, stroll)",0.690338578
"clarity (snail, trieste)",0.6901327159999999
"architectuur (architektur, fenster)",0.68997627
"chips (80mm, tomatoes)",0.68996565
"belly (shoot, topv333)",0.689614974
"ourdailychallenge (project366, instant)",0.689460402
"cup (collage, games)",0.689418869
"dca (taiwan, nikkorlens)",0.6893006429999999
"novel (im, 20th)",0.688656397
"bed (bedroom, shower)",0.688273646
"geel (blauw, sneeuw)",0.688115835
"rooster (daytrip, bej)",0.68798221
"stalls (stall, markt)",0.6879663079999999
"deserto (desierto, sahara)",0.687947381
"relax (relaxing, leisure)",0.687932365
"blackbird (sparrow, birch)",0.687885182
"monmouth (blackberry, engagement)",0.6869207540000001
"ef50mmf18ii (nikkor50mmf18, d76)",0.686850515
"muskegon (canonefs1855mmf3556, firefighter)",0.6862089309999999
"voiture (renault, coche)",0.6856227970000001
"dach (niemcy, baum)",0.685387527
"moth (year, frog)",0.68515515
"licht (backlight, farbe)",0.685126295
"j (iii, prince)",0.6850313170000001
"noise (strange, iso)",0.68481708
"seller (selling, vendor)",0.684783565
"distortion (cyan, random)",0.6846399540000001
"peaceful (serene, tranquil)",0.684469385
"northbeach (bostonist, walkabout)",0.684460932
"brake (67, automatic)",0.6844250009999999
"konomark (snacks, starbucks)",0.683977539
"3000 (my, miles)",0.6839369259999999
"motorcity (motown, montgomery)",0.683817187
"condo (condominium, apartments)",0.683663798
"ff (ferrari, feb)",0.6833375159999999
"nikonstunninggallery (g10, tag1)",0.68318725
"funeral (candles, hermitage)",0.6827763059999999
"chicagoland (dearborn, cookcounty)",0.682384966
"a300 (pic, 1000d)",0.682311131
"birthday (postcard, loneliness)",0.6822216390000001
"bostonma (stpetersburg, sonycybershot)",0.6821962559999999
"prospect (tamron1750, twins)",0.682152054
"leefilters (nd110, shoreline)",0.6819921040000001
"off (brush, break)",0.681866503
"throughtheviewfinder (ttv, neopan)",0.68103499
"foods (1973, asahi)",0.680902585
"composer (linden, hayes)",0.6808479059999999
"shelter (nest, scout)",0.680706829
"varsity (07, song)",0.680654801
"ferrari (mercedes, lamborghini)",0.6804413020000001
"kent (sussex, suffolk)",0.680413617
"hdri (duotone, snapseed)",0.680179525
"wash (washing, another)",0.680040766
"jeff (andrew, brian)",0.679668562
"nikond40x (nikond300s, pentaxk10d)",0.6794955690000001
"r72 (k20d, coming)",0.679372228
"caribbean (islands, westindies)",0.679089774
"10d (picasa, colourartaward)",0.678951137
"mausoleum (monumento, tomb)",0.678305596
"golddragon (platinumheartaward, mygearandmegold)",0.677857851
"ace (boca, hyatt)",0.67781851
"century (efs, a)",0.677532483
"cola (coca, 21)",0.6773782859999999
"brooks (max, years)",0.6773023709999999
"london2012 (cardiff, bigben)",0.677230365
"vertorama (thisphotorocks, saariysqualitypictures)",0.677069055
"f8 (zero, kennedy)",0.6768538890000001
"sabah (kotakinabalu, fiji)",0.6768462690000001
"lisbon (lisboa, barcelona)",0.676754892
"ashland (springfield, duluth)",0.676368255
"ledge (digitalrebel, zigzag)",0.676359175
"you (days, it)",0.676333747
"erasmus (1995, ben)",0.6761350140000001
"lyrics (photoshopped, selfdeveloped)",0.675958979
"32 (fa, iso)",0.675557607
"helsinki (suomi, gothenburg)",0.6753739190000001
"urn (cloth, statuary)",0.675318651
"25mm (75, frio)",0.675223052
"magasin (centreville, supermarket)",0.675195288
"sam (andy, dad)",0.675020817
"louisiana (sc, southcarolina)",0.6743972159999999
"bone (bones, blood)",0.674078417
"blend (teenage, thought)",0.673751477
"doll (lol, models)",0.673733046
"german (clark, memory)",0.673648207
"beatles (project3661, folk)",0.673263273
"highrises (citylights, condominiums)",0.6730320809999999
"apollo (vizcaya, k200d)",0.672945098
"1978 (1965, mb)",0.672905547
"canoe (float, mooring)",0.672244362
"montecarlo (neptune, pools)",0.672170832
"paddling (kayak, kayaking)",0.6719730859999999
"mustang (very, s)",0.671824511
"foret (forrest, region)",0.671707506
"bratislava (slovensko, paysbas)",0.671694875
"greece (33, quarters)",0.6715668920000001
"chichester (vlaanderen, suffolk)",0.671538539
"artillery (marching, between)",0.6714425079999999
"louise (grandma, camper)",0.671160315
"valleys (peaks, slopes)",0.670826292
"essen (nacht, duitsland)",0.67052377
"edk7 (romanian, birthplace)",0.670511894
"hunt (fuzzy, owl)",0.67049047
"coaches (multiple, mapped)",0.6704156520000001
"daniel (fab, blanco)",0.670337808
"hund (shy, fotografie)",0.670323333
"celebrities (titanic, outfit)",0.670106164
"romance (romantic, painter)",0.66982181
"76 (1973, 125)",0.6695385189999999
"sailors (hms, maritime)",0.669534483
"lichen (native, bark)",0.669484789
