,ndcg
baptized,0.621890845
theory,0.620803741
412,0.620785322
chances,0.619706769
aka,0.619097137
transformation,0.618921437
170,0.617501929
strings,0.617341186
2nd,0.617143101
83,0.61701873
crossed,0.616865741
321,0.616759201
1024,0.6164918
punishment,0.615995923
108,0.615950313
60s,0.615811214
responsibility,0.61528877
123,0.615250582
accepted,0.61457103
225,0.613958198
106,0.613787132
opening,0.611928266
dealership,0.611461617
103,0.611100029
ample,0.611097148
50,0.610641565
121,0.610066442
1069,0.610011506
249,0.609914435
relates,0.609570802
100,0.608978671
1012,0.608573334
accompanying,0.606473045
10k,0.606000143
annual,0.605601593
1986,0.605547172
13,0.605435322
affiliation,0.604696025
202,0.604501806
talk,0.604446979
brief,0.604376581
1970,0.60412112
adapted,0.603178037
98,0.602817654
358,0.6026334
garrett,0.601736132
davidians,0.60158995
10th,0.601372748
1700,0.601164524
1600,0.60114328
65,0.600854266
130,0.600717461
22,0.60036465
1982,0.59937522
11,0.599347923
sends,0.59831099
reference,0.597386105
bands,0.597056557
studies,0.59696155
alomar,0.59641874
activists,0.594851228
midi,0.593497955
clue,0.59323299
147,0.593009687
333,0.59294274
486dx266,0.592102121
12,0.591844127
also,0.591524597
420,0.591494635
syria,0.590838231
120,0.589479295
113,0.58947464
swing,0.589418296
boulder,0.589186377
159,0.58880145
beg,0.588779599
1024x768,0.588626245
sorts,0.588520617
9mm,0.588148968
39,0.586437042
fellowship,0.586112684
abroad,0.585409595
whether,0.585192824
macintosh,0.585078534
1020,0.58499571
135,0.584132495
193,0.583532041
rust,0.583303945
spreading,0.583171415
125,0.583050044
171,0.582830868
330,0.582827397
advocated,0.582465163
transformer,0.5822108
1250,0.582160088
18,0.581568342
speeding,0.581052984
110,0.580586365
coffee,0.580487074
scaling,0.579769556
124,0.578913158
translations,0.578807094
133,0.578129839
expertise,0.578085603
realizing,0.577853015
143,0.577227435
14th,0.577056662
127,0.576864204
107,0.576352475
1280x1024,0.576222877
x11r4,0.576142784
seem,0.575718935
117,0.575594
employee,0.575205487
seemed,0.57414751
bmp,0.573998416
122,0.573841778
12mb,0.573600655
80bit,0.572791401
core,0.572649582
plug,0.572288027
concerned,0.572182355
375,0.571825847
anywhere,0.571251005
59,0.571078623
132,0.570983254
137,0.57064693
150,0.570417906
answer,0.570053625
bikes,0.569642025
84,0.569552454
salt,0.568908473
224,0.568710581
428,0.568181653
205,0.568092584
advertise,0.568007798
noknock,0.568007287
129,0.567752145
450,0.567539993
134,0.567330605
accountability,0.56724302
142,0.566679434
324,0.566512175
118,0.56599877
131,0.565887202
would,0.5658265
coast,0.565533894
buf,0.565249218
accidental,0.56502448
1500,0.564694316
agenda,0.564280876
tastes,0.564146063
major,0.564098583
29,0.563787354
128,0.563752264
karma,0.563721111
354,0.563562929
nc,0.563525288
8k,0.563188258
volunteers,0.562965167
115,0.562648668
1400,0.562452098
vulnerable,0.560409148
supplier,0.560150586
1300,0.560079711
35,0.559372982
162,0.559210403
nickname,0.558838276
annihilation,0.558768187
14,0.558484463
agricultural,0.558409798
yelling,0.55839744
139,0.557683207
15000,0.557254934
145,0.556798926
151,0.556787596
description,0.556391372
agreements,0.556389145
165,0.556042099
15,0.556011393
anatolia,0.555857544
reached,0.555669701
156,0.555265888
sinus,0.554869553
sir,0.554869553
155,0.554853848
1919,0.554375396
163,0.553973147
rich,0.553903678
turning,0.553094508
hat,0.552991245
alliance,0.552953662
reproduction,0.5527581
apps,0.552395896
111,0.552308841
trim,0.552028738
2600,0.551692431
207,0.551575986
19,0.551400916
ambassador,0.55127874
16th,0.55123562
discipline,0.551108521
utah,0.550482458
71,0.550455939
andreychuk,0.550132876
6000,0.54999808
ask,0.549859262
8bit,0.549476029
716,0.548407612
1952,0.548364606
144k,0.548332368
244,0.548301096
2000,0.547837259
141,0.547626801
3000,0.54757165
81,0.547492189
let,0.54741834
wine,0.547401187
200,0.54728661
157,0.547222439
curiosity,0.547031581
179,0.546663032
collection,0.546648957
1971,0.546290009
negotiations,0.546062706
136,0.546044851
168,0.54597116
176,0.545961521
144,0.545269499
campaign,0.544539551
breaks,0.54412938
17,0.543801452
1914,0.543649619
1966,0.543593584
1200,0.543405789
clues,0.543284304
astronauts,0.54321473
exits,0.54305043
vl,0.54301995
1948,0.542793813
1900,0.542772195
birthday,0.542736594
booted,0.542709247
272,0.54244484
282,0.542345714
160,0.542066421
288,0.542016006
address,0.541886602
written,0.541521132
148,0.541025572
wood,0.540988658
azerbaijan,0.540897706
altitude,0.540808353
advances,0.540121761
1976,0.539886733
cite,0.539829087
1973,0.539776074
bumper,0.539727694
hills,0.539554011
15th,0.539546342
db,0.539106935
consensus,0.538982458
169,0.538781927
1968,0.538657048
coordinated,0.538268815
200000,0.538187931
153,0.537996545
tartar,0.53751445
prayed,0.537317592
pixel,0.537265452
1918,0.537040188
lands,0.536981989
candidates,0.536129905
wondering,0.536123981
applying,0.535644915
adobe,0.535208076
adaptor,0.534993484
accelerator,0.534884254
hughes,0.534403985
medication,0.53440315
suppress,0.534117233
184,0.53402359
surprisingly,0.534023096
150000,0.533287122
solid,0.533260766
artificial,0.532702991
16,0.532687143
1983,0.532284112
suspension,0.532187984
caucasian,0.532091798
1923,0.532017857
station,0.53146149
asking,0.531291508
138,0.531121455
certainly,0.531029654
140,0.53099554
alaska,0.530991612
250,0.530860422
161,0.530820622
rejected,0.530802324
1800,0.53072371
blame,0.530612924
pathology,0.530518024
20000,0.530512015
182,0.530285351
camps,0.530219942
1944,0.530203385
1950s,0.52994156
executables,0.52942812
detects,0.52938609
tracing,0.529089278
wrote,0.528984514
20mb,0.528865804
ati,0.528542484
189,0.528454854
27,0.52835185
thirdparty,0.528351722
yards,0.528347194
175,0.528316545
1985,0.528164178
900,0.528150859
flip,0.52793721
tranny,0.527887881
181,0.527768518
fires,0.527705215
172,0.527680046
attached,0.527552252
195,0.527506373
1974,0.527107636
rainer,0.526477417
xyz,0.526430284
146,0.52638271
186,0.526253375
216,0.526153567
1990,0.52577965
bullets,0.525592802
accountable,0.525159557
vincent,0.524420006
animated,0.524358504
technical,0.524257869
defending,0.524175834
beautiful,0.524053921
30s,0.523720471
cdrom,0.523597712
short,0.523526214
availability,0.523275919
16mb,0.523232065
64bit,0.522967284
british,0.522932061
152,0.522778729
across,0.522752035
accelerated,0.522670264
185,0.522547049
clark,0.522454329
154,0.522164603
animals,0.522078146
alt,0.521972805
adjustment,0.521962909
honda,0.521961004
80s,0.521884386
child,0.521880301
1916,0.52163279
approximate,0.52156969
cica,0.521447756
moderate,0.521171121
rep,0.521073485
skin,0.521012957
600,0.520984302
7000,0.520694256
adequately,0.520589858
account,0.520426124
challenging,0.520422109
238,0.520403821
1913,0.520225997
atlantic,0.520205515
apparently,0.520194082
286,0.520121003
220,0.520102934
177,0.519856638
admin,0.519565344
outline,0.519347122
agriculture,0.519292559
233,0.519162186
cs,0.519091146
535,0.519023289
aug,0.518911562
misunderstand,0.518640612
cups,0.518516905
430,0.518315156
1926,0.518285878
280,0.518213068
1975,0.518073492
water,0.51803966
strongest,0.518029926
1980,0.517854262
sticking,0.517765759
corrected,0.517417938
199293,0.517302501
scientific,0.517204224
269,0.516806787
andre,0.516381702
190,0.516064242
1960,0.515987549
1920,0.515605856
66,0.515302673
1970s,0.515036614
outstanding,0.514715566
overall,0.514715566
1961,0.514603778
assembly,0.514370024
1958,0.513913897
pragmatic,0.513785241
attributes,0.513602286
atlas,0.513416821
1959,0.513410848
25mhz,0.513001231
5v,0.512828701
217,0.512780748
expiration,0.512339985
act,0.51226059
roenick,0.512247612
jackson,0.512170583
21,0.511959259
18084tmibmclmsuedu,0.511729879
baseman,0.511722806
attempted,0.511530167
accurate,0.511511901
263,0.511476406
adapters,0.511337565
disclosed,0.511132787
accessory,0.510981051
1988,0.51078982
222,0.510776988
1964,0.510740196
devoted,0.510716416
28th,0.510574298
allowed,0.510359901
examine,0.510307949
33,0.510262497
800,0.510220734
246,0.509835933
47,0.509612723
24x,0.509563193
respectively,0.509411227
1967,0.509218171
annoy,0.509184252
201,0.509082218
1b,0.509039231
bye,0.508841871
180,0.508816623
assignment,0.508689567
1951,0.508615804
lasting,0.508355851
80,0.508224319
400,0.508177969
traded,0.508021641
1962,0.507989802
abstract,0.5078876
210,0.507833463
banning,0.507710816
apples,0.507640717
necessity,0.507592758
1972,0.50749518
403,0.507465482
satisfied,0.507460794
errors,0.507088358
630,0.506883533
423,0.506620771
810,0.50650675
detroit,0.506437722
196,0.506349261
69,0.506339119
warned,0.50620445
415,0.506045277
2b,0.505992114
75,0.505890096
3500,0.505751913
24,0.505727807
299,0.505599117
conviction,0.505449055
acknowledged,0.505418288
buddy,0.505377946
damphousse,0.505319412
signature,0.505274504
612,0.505179743
367,0.505040347
asalasdpaarf,0.504795592
businesses,0.504569543
bibliography,0.504500537
1981,0.504440582
1963,0.504407314
articles,0.504311327
stop,0.504151603
248,0.504107974
1978,0.503966705
alarm,0.503887335
agreement,0.503784998
easter,0.503653156
410,0.503578637
opposite,0.503438331
aimed,0.503251667
1991,0.503048296
1953,0.502852932
203,0.502687205
198,0.502615734
chips,0.502311445
1993,0.502205875
balloon,0.502054312
sgi,0.502050601
2030,0.501974173
wounded,0.501943682
armenians,0.501764395
1987,0.501748954
regard,0.501722214
allah,0.501709297
32bit,0.501677356
completely,0.501532905
227,0.501415347
card,0.501302632
tried,0.501258557
199,0.501213858
312,0.501203969
advanced,0.501038142
cultural,0.500842535
1965,0.500835878
profession,0.500699363
agrees,0.500597101
clause,0.500466209
23,0.499984681
260,0.499784281
folk,0.49976819
86,0.499560211
amp,0.499408164
additional,0.49933206
atari,0.499093191
alarms,0.499045954
indigo,0.498854332
citing,0.498627346
consequently,0.498590666
1934,0.498421904
arent,0.498187006
365,0.498157804
touching,0.49809466
311,0.498089654
219,0.498074081
contradictory,0.497662758
1995,0.497606796
508,0.497430215
1969,0.497232912
extensions,0.497208383
flame,0.496980768
386,0.49692071
320,0.496890705
barrasso,0.496796963
316,0.496581181
adjusting,0.496555065
age,0.496511753
167,0.496353845
240,0.496253337
19th,0.49606024
cabinet,0.496058745
212,0.49557185
mr,0.495513331
245,0.495373384
mount,0.495303638
347,0.495165194
50mhz,0.495083881
206,0.494864129
255,0.494810552
995,0.494784507
opposing,0.494765763
assists,0.49471534
64,0.494280156
290,0.494253384
34,0.494210553
41,0.494017636
213,0.493922554
33mhz,0.49384726
purchases,0.493845582
isolated,0.493778833
accessible,0.493679658
25th,0.493424876
described,0.49321944
256k,0.493179426
214,0.493162618
bow,0.493120607
ambiguous,0.493047111
rests,0.492735039
distribution,0.492672595
16bit,0.492645796
additionally,0.492506963
149,0.492451368
advocate,0.492275287
committed,0.492214281
accurately,0.492068922
226,0.491869218
386sx,0.491837206
similar,0.491819624
accidentally,0.491555062
crack,0.491478791
celestial,0.491192651
fame,0.49117965
advantage,0.491137685
listened,0.491137631
pre,0.491052324
buck,0.491048434
276,0.491029645
cast,0.490812473
effective,0.490625093
worship,0.490610559
repeated,0.490475036
rapidly,0.490389242
consent,0.490301746
338,0.490165429
fighters,0.490058685
alpha,0.489784009
87,0.489313551
aclu,0.489170956
yall,0.489084763
magazine,0.489045069
adamdasharvardedu,0.488959129
centered,0.488760498
adaptec,0.488710908
knocking,0.488681047
addresses,0.488667029
348,0.488626932
218,0.488587092
1979,0.488577139
adequate,0.488488608
conditions,0.488358732
512k,0.487972034
standardized,0.487914528
25,0.487897435
anyway,0.487755091
ignore,0.487697997
dad,0.487677101
393,0.487658651
documentary,0.48744928
asteroids,0.487399209
checks,0.487392856
others,0.487146247
esdi,0.487014694
partially,0.486793923
278,0.486757157
admits,0.486627541
1st,0.486547601
aa,0.486325316
32k,0.486244532
bend,0.486163258
get,0.486072882
anxiety,0.485764653
abused,0.48570973
94,0.485617103
states,0.485605884
administrative,0.485393131
amfm,0.485218884
spelling,0.48515004
251,0.485076722
234,0.484997149
expressing,0.484944416
70,0.484828624
252,0.484792967
1984,0.484783139
canal,0.484585688
researcher,0.484340845
303,0.484333645
300,0.48432085
408,0.484297803
boast,0.484029684
302,0.483420841
275,0.483400292
340,0.483332146
res,0.483039677
scriptures,0.483024557
much,0.482967879
chooses,0.482784095
223,0.482721817
617,0.482696977
convictions,0.482662442
77,0.482655185
geo,0.482614215
ceased,0.48254292
molecules,0.482353366
accommodate,0.482232146
davidian,0.482182215
wa,0.482151342
bonds,0.481890483
362,0.481791706
ancient,0.481758174
amendment,0.481745131
announcements,0.481691989
liberal,0.481691644
affects,0.481683026
bread,0.481544741
prison,0.481539684
605,0.481537808
anti,0.481311714
appears,0.48130823
20,0.481196531
im,0.48100607
80ns,0.480957571
admitting,0.480813877
air,0.48079926
exterminate,0.480718106
221,0.480679451
315,0.480626922
stefan,0.480239876
232,0.480227946
ages,0.480169001
1992,0.479860637
approached,0.479614632
revelations,0.47922516
concerning,0.479221852
acting,0.478968501
267,0.478872792
able,0.478710153
shelling,0.478699999
claim,0.478676793
obsolete,0.478611649
announced,0.478599536
efficient,0.478590633
apparent,0.478563049
elses,0.478500992
20mhz,0.478480833
healy,0.478412379
36,0.478378174
2x,0.478352044
48,0.47832715
bursts,0.478127485
carrier,0.478035267
30,0.477856124
345,0.477814545
ass,0.477807894
9600,0.477711212
cracked,0.477677214
spending,0.477535285
295,0.477457367
25000,0.477304368
allies,0.477028936
abolish,0.476922185
62,0.47679213
majesty,0.476698848
21a,0.476670236
clearance,0.476627994
branches,0.476624336
68040,0.476533071
mixture,0.476307096
aerospace,0.476292444
sizes,0.476155437
exact,0.475973152
601,0.475857779
men,0.475794926
acceleration,0.475794127
270,0.475761695
350,0.475541924
cocaine,0.475437882
absence,0.475204746
strength,0.475029888
telecommunications,0.475017878
beside,0.474972572
235,0.474776772
winmarks,0.474762167
nazi,0.474754901
360,0.474714393
throughout,0.474650246
46,0.474589419
modifications,0.474578776
bullet,0.474569918
avoid,0.474536589
church,0.474474269
accounts,0.47445548
610,0.474244676
242,0.474131376
championships,0.474064276
quest,0.473822327
hernandez,0.473784598
converting,0.473771932
7500,0.473763033
charles,0.473519987
cray,0.473433401
peter,0.473380399
495,0.473379104
buffer,0.473373734
philly,0.473363798
323,0.47332558
313,0.473292805
enhanced,0.473047054
intensity,0.472238138
58,0.472075068
283,0.47202761
incredible,0.471916038
factual,0.471914212
olympic,0.471913113
vw,0.471782623
referenced,0.471460166
325,0.471327206
instructions,0.471310374
ott,0.471196552
apple,0.471013025
92,0.471010969
charter,0.470940286
bsd,0.470886898
behalf,0.470879637
tel,0.470794637
benchmark,0.470777708
411,0.470684163
arrange,0.470660653
17th,0.470603053
hiring,0.470551906
accounting,0.470469221
atm,0.470443506
alternatives,0.470231839
southern,0.47018011
architect,0.470171113
32,0.470089586
added,0.469923748
detail,0.469884798
625,0.469876979
labor,0.469627946
1989,0.469572377
focused,0.46940523
650,0.469395636
agency,0.469362742
trucks,0.4693051
argue,0.469192969
250000,0.469192788
insisting,0.469066046
approval,0.46905748
abs,0.468967336
characters,0.468889906
ames,0.468626914
99,0.468443245
608,0.468282674
language,0.468154757
muscles,0.468138265
experimentation,0.468121514
425,0.468120894
54,0.468109286
son,0.46809748
530,0.467922919
traditions,0.467764152
37,0.467690532
51,0.467595229
amen,0.467554775
upi,0.467532057
uucp,0.467314834
invaded,0.467232859
avoiding,0.467148133
apr,0.467142852
persia,0.467107144
r5,0.467089543
bundle,0.466911032
3d,0.46689258
defects,0.466845736
ip,0.466775944
empire,0.466763782
sickness,0.466728395
chambers,0.46657237
abilities,0.466474276
88,0.466360054
72,0.466261747
90,0.46606075
5th,0.466013379
circumstance,0.465692224
433,0.465679729
4500,0.465619038
49,0.465589247
56,0.46554637
int,0.465542693
ab,0.465507053
dsp,0.465324126
230,0.465297207
211,0.465256081
desire,0.465241771
bringing,0.465213334
till,0.465194134
application,0.465079445
chance,0.464792129
atoms,0.464779094
avg,0.464510217
world,0.464486784
5000,0.46438423
5173552178,0.46435059
bullpen,0.464173098
avenue,0.46364227
ad,0.463587487
allowing,0.463579574
religious,0.463441507
addition,0.463412817
bait,0.463351388
480,0.4632718
3b,0.463143456
328,0.463078238
attend,0.463046165
714,0.463005634
ridiculous,0.462898071
latex,0.462896035
64k,0.46285633
cases,0.462730775
canadian,0.462333982
293,0.462160927
accompanied,0.462040134
708,0.461852131
mars,0.4618231
bruce,0.461712125
730,0.461630271
950,0.461585932
advised,0.461519089
accordingly,0.461439994
gps,0.461385622
arabia,0.461244326
gates,0.461221639
meet,0.460942496
adams,0.460941392
auto,0.460936241
commodore,0.460855053
lied,0.460697086
analysis,0.460695566
alright,0.460533593
amesarcnasagov,0.460514683
63,0.460512551
circumference,0.460506342
underlying,0.460354907
elite,0.460351015
catching,0.460294255
4th,0.460263739
difficulties,0.460169388
bd,0.460126044
already,0.460078193
shopper,0.460014315
request,0.459872134
greater,0.459671442
53,0.459659611
48633,0.459540493
204,0.459530333
county,0.459413377
68,0.459383302
accepts,0.459332033
advantages,0.459224915
awfully,0.459137529
215,0.459097373
processing,0.459088078
ac,0.459040488
45,0.45902587
autonomy,0.458970711
selected,0.458818331
algorithm,0.458813706
altogether,0.458801652
berkeley,0.458517097
shotguns,0.458388733
antiarmenian,0.458348194
ammo,0.458215975
comets,0.458121207
tens,0.458096723
301,0.457986312
licensing,0.457942346
entering,0.457922724
24th,0.457884258
486,0.457786688
spaceflight,0.457777967
3rd,0.457598676
agnostic,0.457379525
hour,0.457332221
analogous,0.457278003
baud,0.457273058
50s,0.457272201
bullshit,0.457046213
305,0.456962796
consistent,0.456933175
76,0.456904063
operator,0.456789315
accessing,0.45677411
lookup,0.456732244
academy,0.456533099
straightforward,0.45640081
pain,0.456394902
500,0.456388972
admittedly,0.45638842
consecutive,0.456301836
89,0.456257961
sn,0.456246287
acquire,0.456240331
approaches,0.456205183
definitely,0.456175746
525,0.456011623
chinese,0.455684004
explode,0.45562325
mips,0.455596687
edge,0.455462763
82,0.455418842
2500,0.45540752
blown,0.455179318
champions,0.455120541
80000,0.455040342
assert,0.454954994
8th,0.454830712
undefined,0.45468621
310,0.454438786
cube,0.454341184
contrary,0.454289065
ads,0.454268791
424,0.453947451
truck,0.453859801
affiliated,0.453764166
thrust,0.453697683
ryan,0.453632061
walks,0.453582832
ami,0.453477955
chasing,0.453421986
55,0.453390735
256,0.453344428
wealth,0.453286366
adapter,0.45322359
allstar,0.453218095
transmitted,0.453172173
tuning,0.452959405
abuse,0.452845117
calculation,0.452599536
adjustments,0.452487806
ammunition,0.452286385
brush,0.452129961
complaints,0.451863031
affecting,0.45183943
bats,0.451821888
cardinals,0.451778575
3369591,0.451702564
abortion,0.451402496
evolved,0.451376604
7303169,0.451319086
ranges,0.451216131
vehicles,0.451198885
2d,0.451168051
callback,0.451035443
rank,0.450905533
andor,0.450887417
warsaw,0.450729531
550,0.450674121
figures,0.450486331
abstracts,0.450257512
appeal,0.450256289
ronald,0.450156549
40,0.449615015
initiative,0.449538805
advancement,0.449405676
580,0.449275129
accomplished,0.449134243
antibiotics,0.449127016
concede,0.448915229
prosecution,0.448906949
became,0.448852208
assumptions,0.448852032
bagged,0.44863124
aged,0.448631142
331,0.44858326
flaming,0.448579382
fairness,0.448560772
answers,0.448434316
413,0.448429282
janet,0.448021812
implies,0.447914886
640,0.447840621
art,0.447840322
369,0.447830757
4mb,0.447731169
acknowledgement,0.447581955
700,0.447563794
adopted,0.44751002
701,0.447486844
carnegie,0.447477569
butcher,0.447461143
640x480,0.447415236
markus,0.447396834
appeals,0.447330278
archives,0.447225659
24bit,0.447177983
hooks,0.446881116
altatheism,0.446803176
african,0.446772242
affair,0.446768032
viruses,0.446731072
bones,0.446700988
cop,0.446619294
208,0.446562619
acts,0.446557557
accusation,0.446537135
bikers,0.44653417
missile,0.446490816
appealing,0.446412975
arizona,0.446320532
establishing,0.446284533
boat,0.446257922
theyll,0.446087999
800x600,0.445924667
arises,0.44592261
aaa,0.445870886
history,0.445788485
60,0.445755403
asshole,0.445719467
nah,0.44569022
8000,0.445666922
atrocities,0.445651393
wind,0.44554028
accuracy,0.445532791
accomplish,0.445525039
msf,0.445516414
breast,0.445490441
territories,0.445458817
8177,0.44543517
bayonets,0.445432624
arrogant,0.445416838
jacob,0.445402784
weekend,0.445402549
chipset,0.445348154
logitech,0.445180747
applicable,0.445124773
backing,0.444923971
club,0.444907283
array,0.444764653
messier,0.444752946
coercion,0.44474995
conservatives,0.44456082
centre,0.444549126
au,0.444462647
3040,0.444409957
access,0.444257366
insults,0.444077504
clement,0.443915488
1980s,0.443896504
concise,0.4438415
adds,0.443802206
50000,0.443700587
sophisticated,0.443679694
biases,0.443666454
brands,0.443620555
almost,0.443372688
95,0.443269656
31,0.443268268
adding,0.443227746
9000,0.443177386
blew,0.443040578
interpreted,0.442886528
belong,0.442659814
official,0.442481948
91,0.442457778
alert,0.442442173
aryan,0.442437271
fucking,0.442357583
38,0.442284446
keenan,0.442275214
highend,0.442256986
export,0.44224629
79,0.442191777
850,0.442171347
capital,0.441992025
wwii,0.441934446
ama,0.441934013
divide,0.441869239
bogus,0.441802588
trigger,0.4417627
accelerate,0.441539684
caller,0.44153128
liberals,0.441469505
alike,0.441317594
ontario,0.441282493
obtaining,0.441249723
secretly,0.441230059
actual,0.441063016
agreeing,0.440966138
analyses,0.440928263
70s,0.440912451
bubble,0.440758778
pennsylvania,0.440754697
44,0.440745166
930,0.440715921
archive,0.440670484
launched,0.440621751
yellow,0.440597343
wrt,0.440567671
activity,0.440567477
500000,0.440481241
ala,0.440317268
acquired,0.440298224
midnight,0.440295654
conversation,0.440254448
amps,0.440189698
departments,0.440115262
acm,0.440111561
creating,0.440068373
28,0.439995074
allegedly,0.439981821
activities,0.439970617
amongst,0.439942375
68030,0.439801523
viable,0.439795073
expects,0.439760697
powerbook,0.439597014
active,0.439523138
713,0.439317377
bypass,0.439310054
severe,0.439243813
jagr,0.439090351
associate,0.439086113
quantum,0.439082674
connected,0.439023681
compress,0.438897815
armed,0.438892264
anymore,0.43878481
6th,0.438688287
bat,0.438662292
amiga,0.438646336
68000,0.438643647
academic,0.438624469
binary,0.438587024
accessories,0.438464705
aircraft,0.438437608
innovative,0.438408198
390,0.438350978
regarded,0.438334445
ag,0.438295705
angry,0.438218062
bent,0.438092667
parents,0.438073001
evaluating,0.438055227
mens,0.438033895
requiring,0.437941426
amendments,0.437917873
sources,0.437813406
appearance,0.437684871
anything,0.437641572
applications,0.43760289
43,0.437589059
adjective,0.437544871
architecture,0.437521394
bet,0.437507107
cpus,0.43747617
colors,0.437437426
78,0.437421041
allow,0.437394882
arithmetic,0.437357189
35894,0.437235223
pitches,0.43720055
finds,0.437116787
refuted,0.436841954
adb,0.436779921
astronomy,0.436769258
alien,0.436691253
agdam,0.436652025
aid,0.436569175
abc,0.436559911
fan,0.436496043
offered,0.436457721
borders,0.436424664
40000,0.436360396
car,0.436266739
favorite,0.436261021
athena,0.436154595
apostles,0.43606581
artifacts,0.436010868
polite,0.436005976
probe,0.435942742
remain,0.43587855
algorithms,0.435872796
chrysler,0.435830094
30000,0.435827042
neck,0.435808016
afternoon,0.435764799
67,0.435667223
average,0.435542137
anonymous,0.435526397
720,0.435476686
85,0.435351179
fortune,0.435298934
adventures,0.435284957
exhibited,0.435233129
col,0.435135256
ban,0.435131688
nutshell,0.435100873
char,0.435069433
999,0.435043918
advance,0.435021186
accidents,0.4349858
anecdotal,0.434882908
anderson,0.434821848
capacitor,0.434764037
tonight,0.434695231
accelerators,0.434669838
activated,0.43466321
alas,0.434610061
breakdown,0.434560849
93,0.434520003
treaty,0.434467012
bitnet,0.434425399
8mb,0.434319216
beliefs,0.434290196
4800,0.434195053
52,0.434128364
details,0.434057203
26,0.434055425
subsystem,0.434020847
barrier,0.43382703
batters,0.43380811
booth,0.433751496
hill,0.433750433
april,0.433722936
il,0.433718793
hardly,0.433662331
add,0.433599282
corp,0.433509955
amount,0.433493649
antenna,0.433457933
frame,0.433426788
definitions,0.433424466
einstein,0.433267102
416,0.433261722
robertson,0.433097619
compilation,0.432999012
africa,0.43293516
considered,0.432913982
barry,0.432884836
affairs,0.432829369
thinks,0.432821312
aaron,0.432770735
hamas,0.432750926
andreas,0.432736168
palestine,0.432639828
moment,0.432585331
biology,0.432571908
argued,0.432483851
arms,0.432328523
meetings,0.432289633
ate,0.432250815
admitted,0.432202908
bo,0.432150573
areas,0.432127747
abound,0.432120423
97,0.43203861
beings,0.431977891
collectors,0.431897427
minded,0.431871268
begging,0.431819256
compensate,0.431699641
attendance,0.431622903
chelios,0.431606636
span,0.431586574
soundblaster,0.431520254
element,0.431505831
cell,0.431488416
accident,0.431439047
jump,0.431396372
chronicle,0.431375098
dodge,0.431362137
americans,0.431356473
beach,0.431344787
arthur,0.431333317
alignment,0.431314076
interplanetary,0.431305774
spying,0.431280559
357,0.431201759
part,0.431177087
bridges,0.431123962
cm,0.431097181
arts,0.431093482
fancy,0.431065318
421,0.431031067
apollo,0.43091408
product,0.430896382
administrator,0.430890452
alter,0.430781359
9th,0.430780011
achieve,0.430690826
dry,0.430645378
shameful,0.430596847
martinez,0.43042032
allocated,0.430377543
assigned,0.430178657
logically,0.43017197
unexpected,0.430171246
tendency,0.430136638
brand,0.430122127
dot,0.430043388
agents,0.429960303
assistant,0.429869343
alleged,0.429763121
acted,0.429710273
americas,0.429679518
coleman,0.42966587
authentic,0.429527953
dark,0.42935687
dress,0.42932171
aforementioned,0.429271048
earn,0.42919902
restriction,0.429162874
baptist,0.429161463
